#,Player,Team,GP,MPG,PPG,PPG_Grade,FGM,FGA,FG%,FG%_Grade,3PM,3PA,3P%,3P%_Grade,FTM,FTA,FT%,FT%_Grade,ORB,DRB,RPG,RPG_Grade,APG,APG_Grade,SPG,SPG_Grade,BPG,BPG_Grade,TOV,PF,OVR_Grade
1455,Andre Screen,BTLR,22,19.4,8.3,71,3.2,5.5,0.583,98,0.0,0.1,0.0,60,1.9,2.7,0.7,69,2.1,3.9,6.0,74,1.0,62,0.2,64,1.5,82,1.9,2.3,73
1456,Justus Jackson,TNST,22,26.8,8.3,71,3.0,8.9,0.338,81,1.5,5.0,0.303,79,0.8,1.1,0.68,67,0.5,2.0,2.5,65,3.4,69,0.8,76,0.0,60,2.2,1.5,71
1457,Mason Madsen,U of U,20,17.0,8.3,71,2.9,7.1,0.401,88,2.1,5.0,0.414,90,0.5,0.8,0.667,65,0.4,2.3,2.6,65,1.2,62,0.8,76,0.2,63,0.8,1.2,73
1458,Albert Green,LATCH,20,22.8,8.3,71,2.8,7.0,0.4,88,1.6,4.2,0.369,85,1.1,1.5,0.759,74,0.4,1.4,1.8,63,0.9,61,0.9,78,0.2,63,0.9,1.3,73
1459,Nasir Muhammad,NIU,16,23.3,8.3,71,2.4,7.3,0.333,81,1.8,4.3,0.42,91,1.6,2.1,0.735,72,0.3,2.4,2.8,66,1.9,68,0.4,69,0.1,62,1.0,1.7,73
1460,Zach Laput,DAV,21,25.2,8.2,71,3.2,6.8,0.469,92,0.8,2.7,0.304,79,1.0,1.7,0.611,60,1.6,2.4,4.0,69,2.0,69,0.7,74,0.0,60,1.0,2.1,72
1461,Seth Hubbard,U of T,21,21.0,8.2,71,2.7,7.3,0.364,84,0.7,3.0,0.219,70,2.2,2.6,0.87,86,0.5,2.4,3.0,66,1.8,67,0.7,74,0.3,65,0.8,2.4,73
1462,Dae Dae Hunter,NEWOR,21,22.4,8.2,71,2.6,6.9,0.375,85,1.9,4.8,0.386,87,1.2,1.5,0.813,80,0.1,2.1,2.3,64,0.6,61,1.0,80,0.1,62,1.0,2.4,74
1463,Jalen Quinn,L-IL,21,21.0,8.2,71,3.0,6.2,0.477,93,0.1,0.8,0.176,66,2.2,3.0,0.742,73,0.3,1.3,1.7,63,2.2,69,0.7,74,0.2,63,2.0,2.7,72
1464,Mouhamed Sow,STPC,13,27.8,8.2,71,3.2,6.9,0.456,91,0.5,1.5,0.368,85,1.4,2.2,0.621,61,2.1,3.2,5.2,72,1.5,64,1.0,80,0.5,70,1.0,2.4,75
1465,Robert Vaihola,SJSU,22,27.2,8.2,71,3.2,5.7,0.568,97,0.0,0.0,0.0,60,1.8,2.8,0.639,62,2.4,4.7,7.1,77,2.0,69,0.5,70,1.5,82,1.8,2.4,74
1466,Thomas Dowd,TROY,22,23.6,8.2,71,2.8,6.9,0.401,88,1.2,4.3,0.277,76,1.5,2.3,0.66,65,2.0,4.0,6.1,74,1.2,62,0.9,78,0.4,67,1.0,1.5,73
1467,Johnathan Massie,UNT,22,22.5,8.2,71,2.5,5.9,0.423,89,0.5,1.6,0.333,82,2.7,3.4,0.787,77,1.4,3.5,4.8,71,0.7,61,1.1,82,0.2,63,1.3,1.3,75
1468,Jonathan Beagle,RICH,22,19.4,8.2,71,2.9,5.3,0.538,96,0.1,0.3,0.429,91,2.4,3.3,0.712,70,0.7,3.5,4.3,69,2.2,69,0.3,66,0.5,70,1.8,2.4,76
1469,Brandon Huntley-Hatfield,NCST,18,21.2,8.2,71,2.9,5.8,0.505,95,0.1,0.3,0.333,82,2.2,2.9,0.769,75,1.9,3.0,4.9,71,1.1,62,0.6,72,0.4,67,1.4,1.9,75
1470,D.J. Davis,UWASH,18,23.4,8.2,71,2.4,7.1,0.339,81,1.6,5.2,0.312,80,1.8,2.1,0.892,88,0.1,1.2,1.3,62,1.0,62,0.6,72,0.0,60,1.3,1.4,72
1471,A.J. Smith,JMU,23,23.8,8.2,71,2.5,5.8,0.433,89,0.5,1.7,0.289,77,2.7,3.3,0.805,79,2.7,3.6,6.3,74,0.7,61,0.9,78,0.6,74,1.4,2.3,76
1472,Bobby Pettiford Jr.,HP,19,20.8,8.2,71,3.2,5.1,0.635,99,0.4,0.8,0.438,92,1.4,1.7,0.818,80,0.4,1.9,2.3,64,3.1,69,0.8,76,0.0,60,1.4,1.5,77
1473,Demetrius Lilley,LASAL,20,20.7,8.2,71,3.0,7.7,0.39,87,1.0,3.1,0.311,80,1.3,1.7,0.735,72,2.1,4.8,6.9,76,0.6,61,0.7,74,0.3,65,0.7,1.8,74
1474,Samson Johnson,UConn,21,19.9,8.2,71,3.5,4.4,0.793,99,0.0,0.0,0.0,60,1.2,1.6,0.765,75,1.0,2.1,3.0,66,1.3,63,0.7,74,1.7,85,1.0,2.9,75
1475,Terrance Arceneaux,U of H,21,21.7,8.2,71,3.1,6.5,0.474,93,1.0,2.5,0.404,89,1.0,1.4,0.724,71,1.1,2.2,3.3,67,1.0,62,1.2,83,0.3,65,0.7,1.1,76
1476,Tre Holloman,MCHST,21,22.3,8.2,71,2.7,7.3,0.373,85,1.3,3.9,0.346,83,1.4,1.5,0.938,92,0.2,1.7,1.9,63,3.7,71,0.9,78,0.3,65,1.6,1.9,76
1477,Shannon Grant,JKSN,21,23.9,8.2,71,3.3,6.1,0.539,96,0.0,0.0,0.0,60,1.6,2.6,0.618,60,2.4,2.4,4.8,71,0.7,61,0.2,64,0.7,76,1.9,2.9,70
1478,Kobe Newton,UWYOM,21,24.8,8.2,71,2.6,6.3,0.417,88,1.7,4.6,0.365,85,1.3,1.3,0.964,95,0.1,1.9,2.0,64,1.6,65,0.5,70,0.0,60,1.2,1.8,75
1479,Jy'Are Davis,SYRA,22,22.5,8.2,71,3.1,6.1,0.515,95,0.4,1.1,0.32,81,1.5,2.5,0.607,60,1.5,3.8,5.4,72,1.3,63,0.6,72,0.4,67,1.3,1.6,73
1480,Jalen Hill,UNLV,22,28.4,8.2,71,2.6,6.1,0.433,89,0.4,1.2,0.296,78,2.5,3.3,0.778,76,1.3,3.0,4.4,70,1.6,65,1.3,84,0.5,70,1.3,2.1,76
1481,O'Mar Stanley,BOISE,22,19.2,8.2,71,3.0,6.6,0.452,91,0.2,1.2,0.154,64,2.0,3.0,0.667,65,1.7,3.9,5.6,73,0.8,61,0.4,69,1.0,80,1.6,2.8,72
1482,Jason Nelson,YSU,22,26.9,8.2,71,2.7,7.0,0.387,86,1.0,3.4,0.28,77,1.8,2.3,0.765,75,0.4,2.0,2.4,65,2.7,69,1.0,80,0.0,60,1.9,1.9,73
1483,Braden Sparks,FAIR,22,23.5,8.2,71,2.7,8.5,0.321,80,1.5,4.7,0.308,79,1.3,1.7,0.757,74,0.4,2.3,2.7,65,2.2,69,0.7,74,0.0,60,1.7,1.3,72
1484,Chilaydrien Newton,GRAMB,17,19.0,8.2,71,2.7,5.1,0.535,96,1.6,3.2,0.5,99,1.2,1.3,0.909,89,0.3,1.6,1.9,63,1.0,62,0.2,64,0.0,60,0.8,1.3,76
1485,Donovan Draper,USNA,23,27.3,8.2,71,3.1,6.8,0.455,91,0.5,2.1,0.245,73,1.5,1.8,0.829,81,2.3,5.4,7.7,79,2.2,69,1.2,83,0.8,78,1.9,2.6,79
1486,Harlan Obioha,UNCW,23,19.0,8.2,71,2.9,4.7,0.62,99,0.0,0.2,0.0,60,2.3,4.0,0.593,60,2.3,3.5,5.8,73,0.8,61,0.6,72,1.2,80,1.7,2.6,72
1487,Sean Moore,UNCW,23,22.3,8.2,71,3.2,7.5,0.428,89,0.9,3.1,0.292,78,0.8,1.3,0.633,62,1.5,4.9,6.4,75,1.1,62,1.5,85,0.2,63,1.6,1.7,74
1488,Jeremy Lorenz,WOFF,23,22.8,8.2,71,3.3,6.2,0.528,96,0.7,2.1,0.313,80,1.0,1.5,0.676,66,1.3,2.6,3.9,68,1.7,66,0.6,72,0.6,74,1.3,2.4,75
1489,Legend Geeter,UDM,23,23.5,8.2,71,2.9,6.9,0.421,89,0.6,1.6,0.351,84,1.8,2.1,0.837,82,1.5,2.5,4.0,69,1.1,62,0.8,76,0.3,65,1.7,2.6,75
1490,Cam Gregory,CAM,23,29.2,8.2,71,3.0,7.0,0.422,89,0.7,2.6,0.267,75,1.6,2.1,0.735,72,0.3,2.1,2.3,64,1.7,66,0.9,78,0.0,60,1.4,2.0,72
1491,Shaqir O'Neal,FAMU,18,18.7,8.2,71,2.9,5.8,0.51,95,0.8,1.9,0.412,90,1.5,2.2,0.692,68,0.8,2.4,3.2,67,0.8,61,0.6,72,0.6,74,1.4,2.7,75
1492,K.J. Adams,KU,19,28.7,8.2,71,3.2,6.5,0.488,94,0.0,0.0,0.0,60,1.8,2.3,0.795,78,2.3,2.4,4.6,70,2.4,69,0.8,76,0.9,79,1.1,2.5,75
1493,Jadin Collins,MRST,19,33.3,8.2,71,3.3,7.1,0.463,92,0.3,1.4,0.185,67,1.4,2.2,0.619,60,1.2,3.7,4.8,71,3.8,71,1.2,83,0.1,62,2.4,1.8,73
1494,Samson Aletan,YALE,19,21.2,8.2,71,3.1,5.3,0.58,98,0.0,0.1,0.0,60,2.1,2.9,0.696,68,2.1,1.8,3.9,68,0.9,61,0.4,69,1.5,82,0.7,2.0,73
1495,Khaman Maluach,DUKE,21,20.1,8.1,71,3.2,4.3,0.747,99,0.0,0.3,0.143,63,1.6,2.1,0.773,76,2.5,3.6,6.1,74,0.3,60,0.2,64,1.1,80,0.7,2.0,74
1496,"David Terrell, Jr.",UTEP,21,29.3,8.1,71,2.8,5.8,0.484,94,0.4,0.7,0.533,99,2.1,3.2,0.672,66,0.4,3.1,3.6,68,3.4,69,1.4,84,0.3,65,2.2,3.1,77
1497,Pryce Sandfort,IOWA,21,21.7,8.1,71,2.8,6.1,0.457,91,1.7,4.4,0.387,87,0.8,1.2,0.654,64,0.7,1.9,2.6,65,1.1,62,0.6,72,0.2,63,0.4,1.2,72
1498,Frank Fidler,MCHST,21,17.5,8.1,71,2.4,6.2,0.385,86,0.4,2.3,0.188,67,3.0,3.2,0.912,90,1.0,2.5,3.5,67,1.0,62,0.7,74,0.3,65,0.8,0.9,73
1499,C.J. Noland,UNM,21,21.3,8.1,71,3.0,7.7,0.383,86,1.0,3.7,0.256,74,1.3,1.9,0.675,66,0.8,2.3,3.0,66,1.5,64,1.3,84,0.3,65,1.0,2.6,72
1500,Toby Okani,WVU,21,28.5,8.1,71,3.3,7.5,0.443,90,0.5,2.0,0.256,74,1.0,2.2,0.435,60,1.7,2.4,4.0,69,1.3,63,0.6,72,0.6,74,1.3,2.8,72
1501,Sharron Young,AKR,21,16.8,8.1,71,3.0,6.4,0.463,92,1.5,3.6,0.408,89,0.8,0.9,0.842,83,0.5,1.5,2.0,64,2.0,69,1.0,80,0.0,60,1.8,2.2,76
1502,Dawson Baker,BYU,21,17.9,8.1,71,3.0,6.6,0.464,92,1.2,3.4,0.352,84,0.9,1.2,0.692,68,0.4,1.6,2.0,64,1.5,64,0.5,70,0.0,60,1.0,1.4,72
1503,Omari Hamilton,ALCST,14,19.0,8.1,71,3.0,8.6,0.35,83,1.3,4.0,0.321,81,0.9,1.2,0.706,69,1.4,2.3,3.7,68,0.6,61,0.5,70,0.1,62,1.4,1.1,71
1504,Rollie Worster,UNL,22,25.1,8.1,71,2.9,6.3,0.453,91,0.4,1.6,0.222,71,2.0,2.9,0.703,69,0.5,3.5,4.0,69,2.8,69,1.0,80,0.2,63,1.4,1.7,73
1505,Aaron Scott,STJ,22,26.4,8.1,71,2.9,7.4,0.387,86,1.3,4.6,0.277,76,1.1,1.3,0.862,85,1.9,2.6,4.5,70,1.0,62,1.4,84,0.5,70,0.6,2.6,76
1506,Kasen Jennings,USOFL,22,25.6,8.1,71,2.5,6.4,0.397,87,1.3,3.6,0.363,85,1.7,2.3,0.745,73,0.4,1.5,1.8,63,2.0,69,0.6,72,0.0,60,1.2,2.5,73
1507,Keyshawn Mitchell,BRYNT,23,20.3,8.1,71,3.3,6.2,0.524,96,0.5,1.8,0.293,78,1.1,1.9,0.581,60,2.4,3.7,6.1,74,0.8,61,0.4,69,0.6,74,1.0,2.1,73
1508,Yoav Berman,QUC,23,18.1,8.1,71,2.8,6.5,0.43,89,1.3,3.2,0.419,90,1.2,1.9,0.651,64,0.7,2.3,3.0,66,1.0,62,0.8,76,0.2,63,1.4,1.7,73
1509,Afan Trnka,UTM,23,25.2,8.1,71,2.9,7.4,0.386,86,1.1,3.9,0.281,77,1.3,1.7,0.75,74,0.6,1.4,2.0,64,3.1,69,1.0,80,0.3,65,2.3,2.3,74
1510,Chas Stinson,STONE,24,27.8,8.1,71,3.0,7.2,0.41,88,0.1,0.8,0.111,60,2.1,3.8,0.56,60,1.0,3.9,4.9,71,2.5,69,1.9,89,0.8,78,2.0,2.3,74
1511,T.J. Nadeau,UDM,24,22.6,8.1,71,3.0,8.1,0.364,84,1.4,4.0,0.344,83,0.8,1.0,0.8,79,1.0,2.3,3.3,67,0.6,61,0.3,66,0.3,65,1.0,2.0,72
1512,Lyndel Erold,BRWN,19,23.6,8.1,71,2.6,6.7,0.386,86,1.4,4.1,0.346,83,1.5,2.1,0.744,73,0.9,2.8,3.7,68,1.2,62,0.8,76,0.5,70,0.6,2.2,74
1513,Cam Crawford,DUQ,19,21.4,8.1,71,2.8,6.6,0.432,89,1.6,3.5,0.448,93,0.8,1.1,0.762,75,0.9,1.5,2.4,65,0.7,61,0.7,74,0.0,60,1.4,1.6,74
1514,Jack Clark,VCU,22,27.0,8.1,71,3.0,6.8,0.433,89,0.9,3.8,0.238,72,1.3,1.7,0.737,72,1.7,5.0,6.7,75,2.0,69,0.9,78,0.4,67,1.0,2.3,75
1515,Henry Coleman III,TAMU,22,20.7,8.1,71,3.0,5.3,0.569,97,0.0,0.0,0.0,60,2.1,2.9,0.719,70,2.6,2.4,5.0,71,0.5,61,1.0,80,0.0,60,0.9,1.0,72
1516,Giovanni Emejuru,GMU,22,18.8,8.1,71,3.0,4.3,0.705,99,0.0,0.0,0.0,60,2.0,3.5,0.579,60,2.4,2.4,4.8,71,0.1,60,0.5,70,0.6,74,0.9,1.5,71
1517,Karon Boyd,ETSU,22,28.5,8.1,71,3.0,7.1,0.423,89,0.4,1.9,0.214,70,1.7,3.1,0.544,60,3.0,4.1,7.1,77,1.0,62,0.9,78,0.7,76,1.5,3.0,73
1518,Preston Ruedinger,UWGB,22,33.9,8.1,71,2.8,6.8,0.407,88,1.3,3.3,0.397,88,1.2,1.6,0.75,74,0.5,3.0,3.5,67,3.1,69,1.5,85,0.2,63,1.5,2.8,76
1519,Te'Jon Sawyer,MONT,22,22.0,8.1,71,3.0,5.6,0.545,96,0.5,1.5,0.353,84,1.5,2.0,0.744,73,1.0,2.7,3.7,68,1.1,62,0.5,70,0.5,70,1.3,1.9,75
1520,Modestas Kancleris,UIC,23,19.7,8.1,71,3.3,5.1,0.641,99,0.0,0.3,0.0,60,1.6,2.8,0.554,60,2.3,4.5,6.7,75,1.5,64,0.6,72,1.2,80,1.1,3.2,73
1521,Quinton Morton-Robertson,IPFW,23,31.2,8.1,71,2.7,7.4,0.365,84,1.8,5.1,0.347,83,0.9,1.1,0.84,83,0.1,2.4,2.5,65,3.3,69,1.4,84,0.0,60,1.3,1.5,75
1522,Malcolm Chimezie,BSTN,23,21.4,8.1,71,3.3,5.8,0.575,97,0.0,0.0,0.0,60,1.4,2.8,0.492,60,2.0,3.4,5.3,72,0.8,61,0.3,66,0.7,76,1.6,2.0,71
1523,Chris Mantis,MAINE,23,20.1,8.1,71,2.9,6.3,0.452,91,2.0,4.8,0.414,90,0.3,0.3,1.0,99,0.3,2.6,2.8,66,1.1,62,0.6,72,0.2,63,0.9,1.1,77
1524,Veljko Ilic,L-MD,18,17.1,8.1,71,3.2,5.8,0.558,97,0.0,0.0,0.0,60,1.6,2.9,0.558,60,2.2,3.0,5.2,72,0.9,61,0.5,70,0.2,63,1.3,1.6,70
1525,Chase Lowe,W&M,19,19.9,8.1,71,2.5,4.8,0.511,95,0.1,0.3,0.4,89,3.0,4.6,0.648,63,1.0,4.2,5.2,72,2.9,69,0.7,74,0.1,62,1.4,1.5,75
1526,Brant Byers,MIAMI,21,16.8,8.0,71,2.7,5.4,0.5,95,1.5,3.8,0.405,89,1.1,1.5,0.742,73,0.6,2.2,2.8,66,0.4,60,0.7,74,0.4,67,0.5,1.5,75
1527,Layden Blocker,DEP,22,22.7,8.0,71,2.6,6.7,0.385,86,0.6,2.1,0.277,76,2.3,2.9,0.781,77,0.8,2.1,2.9,66,2.9,69,1.2,83,0.3,65,1.8,2.1,75
1528,Dra Gibbs-Lawhorn,ILL,22,17.8,8.0,71,2.9,6.1,0.467,92,1.0,3.5,0.286,77,1.3,1.6,0.806,79,0.9,1.1,2.0,64,0.4,60,0.5,70,0.0,60,0.8,1.7,72
1529,Michael Graham,HOF,23,22.3,8.0,71,3.8,5.5,0.693,99,0.0,0.0,0.0,60,0.4,1.0,0.391,60,3.0,5.4,8.3,83,0.2,60,0.3,66,1.4,82,1.2,2.3,73
1530,Rahmir Barno,FGCU,23,28.3,8.0,71,3.3,7.2,0.452,91,0.2,0.9,0.2,69,1.3,1.8,0.756,74,0.3,3.7,4.0,69,3.9,72,1.5,85,0.1,62,2.0,1.7,75
1531,George Marshall,MRHD,23,20.3,8.0,71,2.6,6.8,0.378,85,1.1,3.6,0.317,80,1.8,2.2,0.82,81,0.6,2.8,3.4,67,0.7,61,0.8,76,0.4,67,0.9,1.7,74
1532,Chase Johnston,HP,24,21.8,8.0,71,2.8,5.7,0.496,94,2.3,4.8,0.487,97,0.0,0.1,0.5,60,0.2,1.5,1.7,63,1.0,62,1.2,83,0.0,60,0.5,1.5,74
1533,Kobe Johnson,UCLA,22,28.6,8.0,71,2.7,5.9,0.465,92,1.0,2.9,0.359,84,1.5,2.2,0.688,67,1.8,3.9,5.6,73,3.0,69,1.8,88,0.1,62,1.5,2.7,76
1534,Efton Reid III,WF,21,28.7,8.0,71,3.0,5.3,0.554,97,0.1,0.9,0.167,65,2.0,2.9,0.683,67,1.9,4.1,6.0,74,1.0,62,0.6,72,1.1,80,1.5,3.2,74
1535,Jasper Floyd,UNT,22,29.0,8.0,71,2.9,6.9,0.414,88,0.5,1.6,0.286,77,1.8,2.5,0.741,73,0.2,2.4,2.6,65,3.8,71,1.4,84,0.0,60,2.1,2.3,74
1536,Zinou Eddini Bedri,COM,16,18.2,8.0,71,3.3,6.1,0.536,96,0.4,1.2,0.316,80,1.1,1.7,0.667,65,1.3,4.2,5.4,72,2.3,69,0.3,66,0.1,62,1.2,1.7,73
1537,Andrew Morgan,UNL,22,18.4,8.0,71,3.0,5.4,0.563,97,0.1,0.5,0.25,74,1.8,3.0,0.591,60,1.5,3.0,4.5,70,0.8,61,0.3,66,0.3,65,1.4,1.9,71
1538,K'mani Doughty,INDST,23,21.3,8.0,71,2.4,5.0,0.474,93,1.0,3.0,0.343,83,2.2,2.4,0.893,88,0.5,2.4,2.9,66,1.0,62,0.7,74,0.3,65,1.3,2.6,76
1539,Arne Osojnik,EMICH,20,25.5,8.0,71,2.9,6.6,0.435,89,1.3,4.2,0.31,80,1.0,1.1,0.909,89,0.6,2.7,3.3,67,0.8,61,1.3,84,0.4,67,0.8,2.5,76
1540,Mitchell Taylor,SCSU,20,20.5,8.0,71,2.7,6.2,0.439,89,0.4,1.5,0.276,76,2.2,2.8,0.786,77,0.5,1.7,2.2,64,2.5,69,1.5,85,0.0,60,1.8,1.8,74
1541,Mikkel Tyne,RICH,22,29.4,8.0,71,3.0,8.4,0.353,83,1.0,4.3,0.245,73,1.0,1.5,0.719,70,0.5,1.4,1.9,63,1.3,63,1.2,83,0.0,60,1.5,2.5,71
1542,Jo Valrie,SIUE,3,19.0,8.0,71,3.7,7.7,0.478,93,0.0,1.3,0.0,60,0.7,2.3,0.286,60,3.7,3.0,6.7,75,0.7,61,0.7,74,0.3,65,0.7,1.3,70
1543,DeSean Goode,IUI,24,22.5,8.0,71,2.8,5.0,0.555,97,0.7,1.7,0.425,91,1.8,2.4,0.724,71,2.7,3.0,5.7,73,1.1,62,0.4,69,0.4,67,0.8,2.0,76
1544,Kaleb Scott,PRSBY,24,23.5,8.0,71,3.3,5.8,0.564,97,0.0,0.0,0.0,60,1.4,3.1,0.446,60,2.0,3.4,5.4,72,0.8,61,0.5,70,0.5,70,1.2,2.8,71
1545,Nate Johnson,UDM,24,29.0,8.0,71,2.8,7.3,0.379,85,0.8,2.4,0.345,83,1.6,2.5,0.661,65,1.3,3.0,4.4,70,1.0,62,0.5,70,0.2,63,2.0,2.2,72
1546,Chandler Cuthrell,IPFW,23,21.4,8.0,71,2.9,6.1,0.468,92,0.7,2.5,0.259,74,1.6,2.4,0.643,63,1.4,4.3,5.7,73,0.6,61,0.8,76,0.4,67,0.7,1.6,73
1547,Nate Fouts,MOYNE,23,23.8,8.0,71,2.9,6.2,0.465,92,0.7,2.3,0.321,81,1.5,2.3,0.654,64,0.9,3.2,4.0,69,1.8,67,0.7,74,0.4,67,1.5,2.2,74
1548,Jadrian Tracey,OREG,22,24.0,8.0,71,2.9,5.9,0.496,94,1.0,2.9,0.349,83,1.1,1.5,0.758,74,0.8,2.4,3.2,67,2.2,69,1.0,80,0.2,63,1.2,2.0,76
1549,Jacobi Wright,SOCAR,22,28.6,8.0,71,2.7,7.2,0.38,86,1.0,3.2,0.314,80,1.5,2.0,0.767,75,0.6,2.1,2.7,65,2.4,69,0.4,69,0.1,62,1.6,1.7,73
1550,Jakari Spence,JAC,21,27.0,8.0,71,2.6,6.9,0.372,85,0.2,0.9,0.222,71,2.6,3.1,0.833,82,0.9,3.0,3.8,68,4.0,72,1.1,82,0.2,63,1.8,1.6,75
1551,Vasilije Vucinic,WEBER,21,20.0,8.0,71,3.1,4.9,0.647,99,0.0,0.1,0.0,60,1.7,2.6,0.636,62,1.9,2.7,4.6,70,0.9,61,0.3,66,0.5,70,1.3,2.1,70
1552,Dylan Andrews,UCLA,20,24.0,8.0,71,3.3,7.6,0.428,89,1.2,3.5,0.348,83,0.3,0.4,0.625,61,0.4,1.1,1.5,62,2.9,69,0.6,72,0.1,62,1.8,1.0,72
1553,Keanu Dawes,U of U,19,16.8,7.9,70,2.9,4.4,0.655,99,0.4,1.2,0.318,80,1.8,2.6,0.694,68,1.7,3.6,5.3,72,0.9,61,0.6,72,0.6,74,1.1,2.1,75
1554,Yaphet Moundi,IONA,22,18.5,7.9,70,2.9,5.7,0.504,95,0.0,0.0,0.0,60,2.2,4.1,0.527,60,2.6,4.0,6.5,75,0.7,61,1.1,82,0.7,76,1.6,2.3,73
1555,Cody Pennebaker,LAMAR,22,29.9,7.9,70,3.4,8.0,0.429,89,0.5,1.7,0.297,78,0.6,1.2,0.5,60,1.0,3.5,4.5,70,2.0,69,1.1,82,0.4,67,1.1,1.0,74
1556,Marcus Foster,XAV,22,26.4,7.9,70,2.7,6.6,0.407,88,1.4,3.3,0.431,92,1.1,1.5,0.735,72,0.9,3.6,4.5,70,1.8,67,0.9,78,0.1,62,0.9,2.1,75
1557,"Ken Evans, Jr.",FAU,22,26.8,7.9,70,2.6,7.1,0.363,84,1.6,4.4,0.361,85,1.1,1.5,0.781,77,0.7,1.9,2.6,65,2.2,69,1.2,83,0.1,62,1.2,2.1,75
1558,E.J. Neal,CSUS,22,25.3,7.9,70,2.8,7.3,0.379,85,1.7,5.2,0.322,81,0.7,1.0,0.714,70,0.8,2.6,3.5,67,1.4,63,0.9,78,0.4,67,1.1,2.3,73
1559,Makaih Williams,GCU,22,23.4,7.9,70,2.4,6.5,0.366,84,0.7,2.7,0.271,76,2.5,3.2,0.771,76,0.8,1.7,2.5,65,2.5,69,1.3,84,0.2,63,2.0,2.7,74
1560,Finley Bizjack,BTLR,21,25.1,7.9,70,2.4,5.8,0.421,89,1.2,3.0,0.403,89,1.9,2.9,0.65,64,0.6,2.3,3.0,66,2.2,69,0.4,69,0.2,63,1.5,2.0,73
1561,Cole McCormick,UCA,20,22.9,7.9,70,2.9,6.6,0.443,90,1.5,4.3,0.353,84,0.6,1.2,0.5,60,1.6,1.9,3.5,67,0.8,61,1.3,84,0.2,63,1.1,2.2,73
1562,Jackson Munro,DART,17,24.4,7.9,70,3.2,6.4,0.509,95,0.5,1.8,0.29,78,0.9,1.2,0.75,74,1.5,4.5,5.9,73,1.7,66,0.3,66,0.7,76,1.5,1.1,75
1563,Motiejus Krivas,ARZ,8,15.6,7.9,70,2.6,4.8,0.553,97,0.0,0.0,0.0,60,2.6,3.8,0.7,69,1.9,2.6,4.5,70,1.1,62,0.4,69,0.8,78,0.8,2.0,72
1564,Sadaidriene Hall,SJSU,23,23.8,7.9,70,3.0,6.5,0.46,92,0.5,1.7,0.289,77,1.4,1.7,0.842,83,1.0,4.1,5.2,72,1.5,64,1.0,80,0.5,70,1.1,2.0,76
1565,Rytis Petraitis,Cal,22,25.4,7.9,70,2.4,5.5,0.43,89,0.4,1.5,0.265,75,2.7,3.6,0.75,74,2.6,2.9,5.5,72,1.9,68,1.3,84,0.3,65,1.1,2.5,75
1566,Sean Trumper,MERRI,22,32.4,7.9,70,2.8,6.6,0.418,88,0.6,2.0,0.311,80,1.7,2.4,0.712,70,1.3,4.6,6.0,74,2.0,69,1.5,85,0.1,62,1.4,2.9,75
1567,Mahmoud Fofana,CSUN,22,25.6,7.9,70,3.0,4.9,0.62,99,0.0,0.2,0.0,60,1.8,2.9,0.619,60,2.0,2.9,4.9,71,1.0,62,1.4,84,0.2,63,1.3,2.5,72
1568,Tre Coleman,UNR,22,29.6,7.9,70,2.7,7.2,0.377,85,1.0,3.3,0.301,79,1.4,1.8,0.775,76,0.6,2.3,2.9,66,3.8,71,1.2,83,0.3,65,1.6,1.7,75
1569,Justin McBride,UNR,22,16.8,7.9,70,3.1,6.0,0.515,95,0.5,1.8,0.308,79,1.1,1.9,0.595,60,1.1,3.2,4.3,69,0.6,61,0.4,69,0.5,70,0.9,1.2,72
1570,Jackson McAndrew,CREI,22,19.0,7.9,70,2.7,6.7,0.401,88,1.8,5.1,0.345,83,0.7,1.1,0.667,65,1.0,3.1,4.1,69,0.4,60,0.4,69,0.1,62,0.7,1.4,71
1571,Dior Conners,APPST,22,25.9,7.9,70,2.5,5.7,0.444,90,2.0,4.5,0.444,93,0.8,1.0,0.773,76,0.1,1.8,2.0,64,1.1,62,0.3,66,0.0,60,0.9,1.0,73
1572,Xavier DuSell,UNR,22,19.7,7.9,70,2.7,6.4,0.429,89,2.1,4.8,0.434,92,0.3,0.5,0.7,69,0.4,1.2,1.6,63,0.5,61,0.7,74,0.0,60,0.5,2.1,73
1573,"Darius Robinson, Jr.",ORU,22,24.5,7.9,70,2.9,8.0,0.356,83,1.7,5.4,0.319,80,0.4,0.4,1.0,99,0.6,1.3,1.9,63,1.4,63,0.9,78,0.1,62,1.0,1.6,75
1574,Hunter-Jack Madden,ACU,22,25.9,7.9,70,2.4,7.4,0.321,80,1.5,5.1,0.295,78,1.6,1.8,0.923,91,0.5,1.4,2.0,64,2.0,69,1.0,80,0.1,62,2.1,1.0,75
1575,Tan Yildizoglu,VMI,21,28.0,7.9,70,3.0,7.5,0.401,88,1.0,3.4,0.278,76,0.9,1.4,0.655,64,0.3,3.0,3.3,67,4.2,73,1.1,82,0.0,60,2.5,1.8,73
1576,Shane Nowell,PORTL,21,18.9,7.9,70,2.7,6.5,0.412,88,0.7,2.4,0.294,78,1.8,2.4,0.745,73,0.9,3.0,3.9,68,1.0,62,1.0,80,0.3,65,1.2,2.0,73
