#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
706,Deuce Jones,LASAL,22,26.4,11.9,4.0,9.8,.414,0.8,2.4,.340,3.0,4.3,.695,1.0,3.0,4.0,2.6,1.5,0.5,2.3,2.1
707,Nick Boyd,SDSU,20,29.2,11.9,3.7,9.8,.378,1.6,4.7,.344,2.9,3.8,.773,0.5,3.6,4.1,3.5,1.1,0.0,1.7,1.5
708,Ben Johnson,BELL,17,31.4,11.9,4.3,11.0,.390,2.2,6.6,.336,1.1,1.4,.783,0.1,2.5,2.5,2.3,0.8,0.1,2.1,1.4
709,Sebastian Akins,DEN,24,25.3,11.9,4.5,11.3,.400,1.2,3.7,.315,1.7,2.4,.719,0.3,2.0,2.3,2.7,0.7,0.3,1.6,2.5
710,Tyler Schmidt,VAL,23,26.0,11.9,4.0,8.5,.477,1.4,3.6,.398,2.3,2.7,.857,0.8,2.6,3.4,1.6,1.5,0.1,1.5,2.7
711,Alex Chaikin,LAFAY,23,23.8,11.9,3.8,7.7,.489,2.1,4.5,.462,2.2,2.4,.927,0.3,2.2,2.6,1.0,0.6,0.2,1.0,1.9
712,Jeremy Roach,BAYL,15,31.8,11.9,4.5,10.9,.409,1.7,4.8,.347,1.3,1.8,.704,0.5,1.4,1.9,3.5,0.9,0.1,1.6,1.7
713,Kadary Richmond,STJ,22,32.5,11.9,5.1,10.4,.496,0.3,1.1,.250,1.3,2.6,.500,1.0,4.3,5.3,4.8,2.0,1.0,2.3,1.8
714,Dwayne Koroma,MOYNE,22,28.1,11.9,5.0,7.0,.721,0.2,0.5,.417,1.5,3.2,.486,2.4,4.6,7.0,2.0,1.3,0.3,2.5,3.1
715,Stevie Mitchell,MARQ,22,27.7,11.9,4.2,8.2,.514,0.8,2.1,.391,2.6,3.5,.750,1.9,2.5,4.5,1.6,2.7,0.2,0.9,2.3
716,"Mickey Pearson, Jr.",BLLST,21,29.6,11.9,3.6,8.4,.429,1.2,3.8,.316,3.4,4.1,.837,1.4,4.2,5.6,1.4,0.5,0.5,1.4,1.6
717,Aaron Cooley,BRWN,19,31.4,11.8,4.4,9.4,.469,1.1,3.2,.333,1.9,3.4,.569,1.8,4.8,6.6,1.3,0.5,0.7,1.3,1.9
718,Coltie Young,ULM,24,28.5,11.8,4.3,10.0,.423,2.5,6.8,.372,0.8,1.1,.704,0.5,2.8,3.3,1.5,0.6,0.2,1.5,1.4
719,Jo'el Emanuel,FDU,23,32.7,11.8,4.1,9.0,.461,1.3,3.7,.357,2.3,4.0,.559,1.3,4.0,5.3,2.2,0.9,0.3,1.3,2.6
720,Keishon Porter,NCCU,23,24.3,11.8,3.9,7.4,.524,1.1,2.6,.424,3.0,4.2,.711,1.7,1.9,3.7,1.0,1.4,0.3,1.1,3.3
721,Alvaro Cardenas Torre,BOISE,22,33.8,11.8,4.1,8.9,.464,1.3,3.7,.341,2.3,3.1,.725,0.4,2.3,2.7,6.8,1.6,0.0,2.5,1.8
722,"Tim Moore, Jr.",NJIT,22,26.5,11.8,4.2,8.6,.492,0.8,2.3,.360,2.5,3.2,.800,2.1,5.0,7.2,0.2,0.9,1.6,1.3,1.8
723,Dain Dainja,MEMP,22,24.5,11.8,4.6,8.0,.580,0.0,0.0,.000,2.5,3.8,.667,2.5,4.1,6.5,1.7,0.8,0.8,2.6,3.1
724,A.J. Dancler,MOYNE,21,29.0,11.8,4.1,9.3,.441,1.9,4.4,.435,1.7,2.5,.679,0.4,3.0,3.5,3.1,1.0,0.2,2.2,2.1
725,Bryce Thompson,OKST,21,24.5,11.8,4.0,9.1,.435,1.1,2.9,.383,2.8,3.5,.808,0.2,2.5,2.7,1.6,0.9,0.0,1.7,2.0
726,Isaac Haney,APSU,18,25.8,11.8,3.7,9.0,.414,2.1,5.7,.369,2.2,2.6,.851,0.3,2.4,2.7,0.9,0.7,0.0,0.9,1.5
727,Zach Hicks,PENST,22,31.2,11.8,3.8,8.0,.472,2.5,6.0,.420,1.7,2.2,.792,0.7,3.8,4.5,2.1,1.0,0.4,0.7,2.1
728,Jamaine Mann,GWU,22,28.6,11.8,4.3,7.6,.563,0.5,1.5,.375,2.7,4.2,.641,1.9,2.9,4.7,1.5,0.5,0.3,2.4,3.0
729,Phillip Russell,VCU,22,23.7,11.8,3.5,8.5,.417,2.1,5.8,.362,2.6,3.2,.814,0.7,1.2,1.9,2.3,1.3,0.0,1.3,2.7
730,Corey Stephenson,CSUB,22,25.3,11.8,4.6,9.4,.488,0.4,0.9,.474,2.2,2.9,.762,2.2,3.2,5.4,1.1,1.1,0.2,2.2,3.5
731,Cord Stansberry,WCU,21,29.8,11.8,3.6,9.5,.377,1.9,5.6,.342,2.7,3.0,.919,0.3,3.6,4.0,1.6,1.1,0.1,2.0,0.9
732,Kyler Vanderjagt,CMU,21,25.9,11.8,4.1,8.2,.506,1.5,3.6,.408,2.0,2.6,.764,0.2,1.8,2.0,1.3,1.0,0.2,1.5,1.6
733,Jaden House,URI,21,26.7,11.8,3.8,8.0,.476,0.8,2.4,.314,3.4,4.1,.816,0.3,3.0,3.2,1.3,0.3,0.0,1.9,2.1
734,A.J. Smith,C of C,21,26.1,11.8,4.2,9.9,.423,0.7,2.7,.246,2.7,3.3,.826,1.2,2.2,3.4,0.9,0.7,0.0,1.2,2.3
735,Abou Ousmane,OKST,20,23.6,11.8,4.3,8.4,.515,0.4,0.8,.533,2.8,3.9,.714,2.1,4.0,6.0,0.9,1.0,1.0,1.8,2.4
736,Amiri Stewart,HEART,20,25.8,11.8,3.9,8.7,.448,1.0,2.9,.333,3.0,4.2,.723,1.1,3.2,4.3,2.3,2.0,0.9,1.9,3.4
737,Jayden Dawson,L-IL,16,27.4,11.8,3.8,9.4,.404,1.9,5.8,.326,2.3,3.0,.750,0.4,2.6,2.9,1.7,0.9,0.6,1.2,2.3
738,Shaquil Bender,MAN,20,32.5,11.8,4.7,12.8,.367,1.3,5.4,.241,1.1,1.2,.913,0.9,2.7,3.6,2.1,1.2,0.1,2.1,1.7
739,Jamile Reynolds,USOFL,19,23.5,11.7,4.6,9.3,.500,0.2,1.2,.174,2.3,3.1,.741,1.6,5.8,7.4,0.8,0.4,1.3,2.0,2.1
740,Jacob Hutson,UNI,22,22.5,11.7,4.0,8.0,.494,0.8,2.3,.333,3.0,4.4,.691,1.1,2.7,3.8,1.8,0.4,0.5,1.4,1.8
741,Parsa Fallah,ORST,22,23.1,11.7,4.6,7.5,.618,0.0,0.0,.000,2.5,3.6,.675,1.0,2.3,3.4,1.1,0.3,0.4,1.3,2.5
742,Jamal Fuller,LIU,25,30.6,11.7,4.2,8.4,.498,1.0,2.9,.361,2.3,3.6,.633,1.7,4.5,6.2,1.3,0.9,0.7,1.6,2.4
743,Chibuzo Agbo,USC,21,33.1,11.7,3.6,9.6,.378,2.1,6.0,.357,2.3,2.7,.875,1.3,3.7,5.0,1.5,1.0,0.1,1.0,3.0
744,Zion Stanford,TEM,21,25.3,11.7,4.2,8.5,.494,0.6,1.8,.342,2.7,3.8,.713,0.6,3.3,3.9,1.9,0.7,0.7,1.6,2.2
745,Darius Hannah,BRDLY,23,27.3,11.7,4.7,8.1,.572,0.7,1.8,.366,1.7,2.4,.714,0.9,4.6,5.5,1.3,1.1,1.0,1.6,2.6
746,Zavian McLean,FGCU,23,28.1,11.7,4.5,8.3,.547,1.2,3.3,.368,1.4,2.3,.623,1.1,2.4,3.5,1.8,0.9,0.2,1.0,1.7
747,Chris Walker,BNGH,23,30.3,11.7,4.0,7.9,.505,1.7,3.7,.476,2.0,2.6,.763,0.7,3.2,3.9,2.4,0.8,0.3,2.0,2.5
748,Quaran McPherson,NIU,19,21.7,11.7,3.8,8.5,.451,1.3,3.2,.410,2.7,4.3,.630,1.0,3.8,4.8,0.7,0.9,0.0,0.8,2.3
749,Aden Holloway,UA,22,21.5,11.7,4.1,8.5,.481,2.3,5.6,.415,1.2,1.4,.867,0.3,1.5,1.9,1.9,0.5,0.0,1.1,1.5
750,Robby Carmody,MOYNE,18,25.4,11.7,3.6,8.0,.451,1.6,3.9,.400,2.9,3.5,.825,1.0,1.7,2.7,0.9,0.9,0.2,1.4,2.7
751,Jordan Pyke,UIW,23,26.0,11.7,4.8,8.0,.603,0.6,1.3,.448,1.4,2.2,.660,2.2,3.5,5.7,1.7,0.9,0.4,1.4,1.6
752,Harold Woods,NEU,23,31.9,11.7,4.9,10.8,.454,0.6,1.7,.333,1.3,2.5,.509,2.0,5.3,7.2,2.3,0.8,0.0,2.2,1.7
753,Jalen Weaver,FRSNO,20,32.1,11.7,4.1,10.7,.385,1.4,4.1,.329,2.1,2.6,.824,0.5,3.5,3.9,1.3,1.2,0.3,2.0,1.5
754,Jamiya Neal,CREI,22,32.6,11.6,4.5,10.0,.455,1.3,4.0,.330,1.2,2.0,.614,0.9,5.0,5.8,4.0,1.0,0.8,2.5,2.2
755,Jordan Pope,TEXAS,22,25.4,11.6,4.1,9.4,.440,1.9,5.0,.369,1.5,1.8,.846,0.2,1.4,1.6,1.7,1.2,0.0,1.0,1.6
756,Connor Amundsen,DART,19,31.4,11.6,3.4,7.9,.430,1.9,3.9,.480,2.9,3.6,.797,0.4,1.7,2.1,3.4,0.7,0.1,1.3,1.7
757,JaVaughn Hannah,WMY,19,26.4,11.6,4.5,10.5,.425,0.9,3.2,.283,1.8,2.3,.773,1.6,2.0,3.6,1.8,1.2,0.2,0.7,1.9
758,Joson Sanon,ASU,16,26.4,11.6,4.3,9.3,.456,2.0,4.6,.432,1.1,1.6,.692,0.3,2.8,3.0,1.1,0.4,0.2,1.3,2.0
759,Markhi Strickland,WMY,21,29.5,11.6,4.8,9.6,.495,0.3,1.0,.286,1.8,3.5,.521,1.4,2.3,3.7,1.4,1.3,0.1,1.8,2.3
760,Ja'Sean Jackson,LAMAR,23,27.5,11.6,4.0,9.3,.427,1.4,3.9,.371,2.3,3.0,.765,0.5,1.9,2.4,4.0,1.4,0.1,2.0,2.1
761,Kylen Milton,MRRY,23,28.6,11.6,3.7,7.9,.473,1.0,3.3,.299,3.1,4.5,.699,1.2,3.0,4.2,1.3,1.2,0.1,1.6,2.1
762,Jordan Battle,CCU,23,29.0,11.6,3.7,8.7,.418,1.9,4.8,.396,2.4,2.9,.821,0.3,3.3,3.6,1.7,0.3,0.0,1.2,2.2
763,Baye Ndongo,GT,22,27.0,11.6,4.5,8.6,.524,0.2,0.5,.333,2.4,4.0,.596,2.1,5.5,7.6,1.5,1.0,0.7,2.4,3.4
764,Dezayne Mingo,MARSH,22,32.4,11.6,3.9,9.2,.424,0.6,2.0,.326,3.1,4.3,.726,0.5,3.7,4.1,4.9,0.8,0.1,2.6,2.1
765,Adam Njie,IONA,22,29.2,11.6,4.5,10.9,.408,0.9,3.0,.299,1.8,2.5,.709,0.8,1.9,2.7,3.6,1.6,0.0,2.9,2.0
766,Jerome Morton,MRHD,17,28.9,11.6,4.4,8.7,.500,1.3,2.7,.478,1.6,2.1,.750,0.8,2.9,3.7,3.4,1.2,0.2,1.7,1.6
767,Kalen Garry,SDKSU,24,28.0,11.6,4.0,9.4,.420,1.9,5.4,.357,1.8,2.2,.808,0.5,3.3,3.9,2.6,0.9,0.1,1.5,1.8
768,Tahaad Pettiford,AUB,21,21.0,11.6,4.0,9.1,.440,2.0,4.8,.406,1.6,2.0,.829,0.3,1.4,1.7,2.7,1.2,0.1,1.7,2.5
769,Wesley Yates III,USC,21,26.7,11.6,4.2,8.7,.486,1.3,3.3,.391,1.8,2.3,.776,0.9,1.5,2.4,1.3,1.2,0.2,1.3,2.2
770,Jadis Jones,LIND,23,32.4,11.6,4.3,8.2,.532,0.1,0.3,.250,2.8,4.8,.582,2.3,3.7,6.0,1.3,1.5,0.6,1.3,2.0
771,Jahnathan Lamothe,NC A&T,23,35.2,11.6,3.9,9.7,.397,1.9,5.4,.347,2.0,2.7,.738,0.8,6.0,6.9,2.8,1.2,0.3,2.3,2.8
772,Jordan Longino,VILL,22,32.7,11.5,4.1,9.4,.435,1.5,4.3,.351,1.9,2.3,.820,0.9,1.8,2.6,2.2,1.5,0.3,1.1,2.2
773,Myles Rice,IU,22,28.3,11.5,4.0,9.3,.436,0.8,2.5,.321,2.6,3.0,.892,0.5,2.6,3.1,3.0,1.1,0.1,2.5,2.6
774,Louis Semona,STONE,24,25.2,11.5,4.0,8.4,.473,1.8,4.5,.389,1.9,2.4,.789,0.7,3.2,3.9,1.5,0.6,0.2,1.5,1.2
775,Julian Vaughns,CSUS,21,24.0,11.5,4.0,9.8,.410,1.8,5.0,.349,1.8,2.1,.841,1.1,2.1,3.2,1.4,0.8,0.2,1.1,3.3
776,Isaiah Griffin,IDHST,21,30.0,11.5,4.2,10.6,.399,1.0,3.3,.286,2.1,3.3,.629,1.3,2.5,3.8,0.7,0.5,0.2,1.0,1.6
777,Kaleb Stewart,SODAK,21,25.3,11.5,4.2,11.0,.385,1.9,6.0,.310,1.2,1.4,.833,0.4,1.4,1.8,1.7,1.0,0.0,1.0,1.6
778,Christian Coleman,UAB,23,27.3,11.5,4.7,8.6,.540,0.0,0.0,.000,2.2,3.4,.654,3.1,4.2,7.3,1.5,1.0,0.9,1.7,1.7
779,Terence Harcum,MRRY,23,34.5,11.5,3.8,10.4,.364,2.1,6.6,.318,1.9,2.4,.768,0.4,1.9,2.3,1.9,1.0,0.0,1.2,3.0
780,Tahj Staveskie,CLEST,23,30.8,11.5,3.7,10.8,.343,2.2,6.5,.342,1.9,2.4,.800,0.6,1.4,2.0,1.6,1.0,0.1,1.3,1.9
781,"Corey Camper, Jr.",UTEP,20,31.8,11.5,4.3,10.5,.405,1.0,2.8,.364,2.0,2.6,.784,0.9,2.8,3.6,2.4,2.4,0.3,1.7,1.4
782,Mitch Mascari,DRAKE,22,37.4,11.5,3.5,7.8,.450,3.1,6.7,.466,1.4,1.5,.882,0.1,2.2,2.3,1.1,1.1,0.0,1.3,2.0
783,Selton Miguel,UMD,22,26.8,11.5,4.3,9.6,.445,2.0,4.6,.422,1.0,1.4,.710,0.2,1.6,1.8,1.9,0.8,0.1,0.8,1.5
784,John Buggs III,ETSU,22,29.3,11.5,4.0,9.1,.433,2.8,6.5,.431,0.8,1.0,.739,0.3,1.7,2.0,1.4,0.7,0.0,0.6,2.1
785,"Latrell Wrightsell, Jr.",UA,8,25.6,11.5,3.5,7.0,.500,2.4,5.6,.422,2.1,2.5,.850,0.5,1.3,1.8,2.0,0.5,0.1,1.3,1.6
786,A.J. McKee,UWM,23,29.6,11.5,4.2,10.3,.407,1.1,4.2,.260,2.0,3.0,.681,1.0,1.9,2.9,1.9,1.3,0.3,1.7,2.4
787,Myles Rigsby,TROY,21,27.2,11.5,3.6,7.8,.457,0.7,2.4,.275,3.7,4.8,.770,1.2,2.7,3.9,1.4,1.6,0.7,2.2,2.6
788,Zach Cleveland,LBRTY,19,32.3,11.5,4.4,9.3,.477,0.2,0.6,.250,2.5,4.6,.540,1.5,5.1,6.5,5.1,0.9,0.8,2.4,2.1
789,Sasa Ciani,UIC,19,21.3,11.5,4.5,8.5,.531,0.2,0.7,.308,2.2,4.3,.519,3.0,5.8,8.8,1.5,0.6,0.6,1.9,2.1
790,Isaac Williams,TAMU-CC,17,26.1,11.5,4.4,9.4,.469,0.4,1.6,.259,2.2,5.1,.442,0.9,2.4,3.3,3.9,1.1,0.3,2.2,2.5
791,Kristian Gonzalez,IDAHO,22,24.5,11.5,4.0,8.8,.459,1.5,4.3,.337,1.9,2.4,.792,1.3,1.5,2.8,1.2,0.5,0.2,0.9,1.0
792,Eian Elmer,MIAMI,20,27.3,11.5,4.4,8.7,.503,1.7,4.3,.395,1.1,1.4,.778,0.8,3.8,4.5,1.5,1.9,0.8,1.1,2.4
793,Sean Smith,WIU,23,35.2,11.4,4.6,10.6,.436,1.1,3.1,.347,1.1,1.4,.788,0.8,4.1,5.0,3.8,1.6,0.2,1.8,2.2
794,Joseph Pinion,ARKST,23,24.1,11.4,3.7,8.4,.446,2.4,6.2,.394,1.5,1.7,.875,1.3,3.0,4.3,1.1,1.1,0.9,0.9,2.1
795,Matt Cross,SMU,21,28.3,11.4,4.0,8.0,.503,1.5,3.8,.392,1.9,2.7,.696,2.6,5.8,8.4,1.8,0.9,0.5,1.7,1.7
796,Jaden Bradley,ARZ,21,33.0,11.4,4.0,8.7,.462,0.7,2.2,.326,2.7,3.4,.803,0.6,2.9,3.5,3.9,2.0,0.1,1.9,1.8
797,Colby Garland,LONG,24,29.8,11.4,3.9,8.5,.456,0.7,2.0,.340,3.0,3.7,.809,0.4,2.6,3.0,4.5,1.0,0.0,1.8,2.3
798,Nicolas Louis-Jacques,COLGT,24,28.1,11.4,4.2,9.3,.448,1.9,5.2,.371,1.2,1.5,.778,0.3,1.4,1.7,1.4,0.7,0.3,1.4,1.9
799,Ezra Ausar,U of U,20,20.6,11.4,3.9,7.4,.531,0.1,0.3,.200,3.6,6.2,.577,1.9,2.7,4.6,0.8,0.8,0.5,1.6,2.4
800,Kyler Filewich,WOFF,23,27.7,11.4,5.2,9.3,.556,0.0,0.2,.000,1.0,3.5,.296,3.7,6.1,9.7,3.3,0.7,0.5,1.7,1.6
801,Josh Odunowo,UMBC,23,26.9,11.4,4.5,8.1,.554,0.0,0.3,.000,2.4,4.0,.602,2.3,3.0,5.3,2.0,1.3,0.7,1.8,2.9
802,Chaunce Jenkins,SETON,18,27.3,11.4,3.4,9.4,.367,1.7,4.1,.411,2.8,3.6,.797,0.7,3.3,3.9,1.7,0.7,0.4,1.7,2.3
803,"Terrell Ard, Jr.",MSMU,16,25.8,11.4,4.3,8.1,.527,0.1,0.4,.167,2.8,3.8,.750,2.1,4.9,7.1,2.2,1.4,0.4,2.1,1.5
804,Justin Neely,ALBNY,23,24.7,11.3,4.1,8.0,.514,0.2,0.9,.190,3.0,3.7,.802,1.9,5.1,7.0,1.5,0.7,0.1,1.3,2.2
805,"Scooter Williams, Jr.",TAMUC,23,24.5,11.3,4.0,9.7,.406,1.0,4.8,.209,2.4,3.5,.700,1.2,2.0,3.2,2.2,1.3,0.7,2.7,2.0
806,Trey Thomas,BGSU,21,30.9,11.3,4.1,10.6,.386,1.9,5.6,.331,1.3,1.6,.794,0.4,2.0,2.4,2.1,1.0,0.1,1.6,2.4
807,Dallas Howell,UNA,3,24.0,11.3,4.0,9.0,.444,2.3,6.7,.350,1.0,2.0,.500,1.0,1.7,2.7,0.7,0.7,0.7,1.0,0.7
808,Chase Ross,MARQ,22,30.7,11.3,3.6,7.7,.473,1.2,3.1,.377,2.9,3.8,.750,1.1,2.8,4.0,2.1,2.0,0.7,1.2,2.1
809,Chad Moodie,AAMU,22,28.3,11.3,4.7,8.8,.531,0.0,0.2,.000,2.0,4.9,.398,1.9,3.9,5.7,1.3,0.9,2.0,2.5,2.0
810,Khaden Bennett,QUIN,22,25.6,11.3,3.5,8.8,.404,1.3,3.7,.354,2.9,3.7,.780,1.1,3.7,4.8,1.7,1.3,0.3,1.3,2.5
811,Camryn Weston,MTSU,22,26.8,11.3,4.0,9.6,.415,1.0,3.3,.301,2.3,3.4,.689,0.9,3.0,3.9,3.6,1.2,0.0,2.0,2.5
812,Daeshon Shepherd,LASAL,22,32.0,11.3,4.0,9.6,.412,0.8,2.8,.274,2.6,3.5,.744,1.2,3.3,4.5,0.9,1.0,0.7,1.0,1.2
813,Robert Braswell IV,CHAR,22,25.3,11.3,3.4,7.5,.452,1.2,3.5,.351,3.3,3.9,.847,0.9,1.6,2.5,0.5,0.7,0.7,0.9,2.6
814,"Jamal West, Jr.",NICH,23,24.0,11.3,3.8,7.5,.506,0.0,0.4,.100,3.7,5.0,.746,2.3,3.6,5.9,1.2,0.7,1.6,1.0,2.6
815,Max Agbonkpolo,MTSTU,23,26.8,11.3,4.5,10.3,.433,1.5,4.6,.330,0.8,1.1,.760,1.0,3.8,4.8,0.7,1.1,0.7,1.2,1.9
816,Josh Dilling,NKU,23,28.6,11.3,3.7,9.1,.400,2.6,6.8,.385,1.4,1.8,.780,0.4,2.2,2.6,2.9,0.7,0.0,1.6,1.5
817,Kaleb Smith,UCR,23,27.3,11.3,3.9,10.7,.360,1.6,5.1,.314,2.0,2.7,.738,1.3,3.5,4.8,1.1,0.4,0.0,1.7,2.0
818,J'Wan Roberts,U of H,20,30.0,11.3,4.9,9.3,.524,0.0,0.0,.000,1.6,2.8,.582,2.8,3.8,6.6,1.7,1.1,0.9,1.9,1.9
819,"Roddy Gayle, Jr.",MICH,20,27.7,11.3,4.0,8.5,.467,0.7,2.7,.241,2.8,3.4,.809,1.1,2.5,3.5,3.0,1.1,0.2,2.4,2.3
820,Devin McGlockton,VANDY,21,24.1,11.3,4.6,7.4,.619,0.8,2.0,.395,1.3,2.0,.683,3.3,4.5,7.8,0.9,0.6,1.3,0.9,2.4
821,Alston Mason,ASU,21,35.5,11.3,3.7,8.9,.414,1.5,4.1,.360,2.5,3.1,.800,0.3,2.3,2.7,3.6,0.6,0.2,2.0,1.8
822,Trey Tate III,MVSU,21,26.5,11.3,4.1,9.7,.426,1.2,3.6,.333,1.8,2.0,.927,0.6,2.4,3.0,0.6,0.5,0.0,1.8,1.3
823,Elijah Hutchins,JMU,23,23.5,11.3,4.3,8.0,.530,0.4,1.7,.256,2.3,2.9,.791,2.0,4.0,6.0,0.7,0.5,0.6,1.5,2.2
824,Drake Dobbs,STTOM,24,27.6,11.3,3.5,6.5,.545,1.3,2.7,.469,2.9,3.4,.864,0.5,2.0,2.5,3.8,0.6,0.1,1.1,1.2
825,T.J. Madlock,ALAST,20,29.5,11.3,3.6,9.0,.400,0.6,2.2,.250,3.5,5.2,.680,1.3,5.5,6.8,2.7,0.9,0.2,1.8,1.9
826,JoJo Moore,ORU,20,26.2,11.3,4.4,8.3,.533,0.4,1.5,.267,2.1,3.1,.672,1.2,3.1,4.2,2.2,0.7,0.6,1.3,2.1
827,Elijah Saunders,UVA,21,27.4,11.2,3.9,8.6,.453,1.1,2.7,.404,2.3,2.9,.817,1.0,4.1,5.2,0.8,0.5,0.3,1.5,2.0
828,John Christofilis,SEA,21,27.7,11.2,3.9,11.2,.349,1.8,6.0,.304,1.6,1.9,.872,0.6,1.8,2.4,0.5,0.4,0.1,1.1,0.9
829,Steve Settle,TEM,22,32.4,11.2,3.4,7.3,.463,1.5,3.5,.416,3.0,4.2,.720,1.1,5.0,6.1,1.9,0.9,1.0,1.0,1.6
830,Sam Vinson,NKU,22,33.1,11.2,3.6,10.0,.364,0.8,3.3,.250,3.1,4.4,.719,0.8,3.6,4.5,4.2,1.8,0.3,2.0,2.0
831,Khamari McGriff,UNCW,22,19.6,11.2,4.5,6.8,.671,0.1,0.1,.667,2.0,3.0,.692,1.4,2.8,4.1,0.6,0.4,1.0,0.9,2.3
832,Cliff Davis,UTRGV,22,29.8,11.2,3.9,11.0,.357,3.0,8.9,.344,0.4,0.6,.615,1.5,3.1,4.6,1.7,1.0,0.1,1.1,1.5
833,Daniel Abreu,DRAKE,22,33.6,11.2,3.4,7.6,.443,1.7,4.6,.366,2.8,3.5,.805,1.4,1.7,3.1,0.9,1.0,0.6,0.9,2.5
834,Frankie Collins,TCU,9,31.0,11.2,4.2,10.0,.422,0.7,2.6,.261,2.1,3.6,.594,0.7,3.8,4.4,4.4,1.9,0.2,2.3,1.8
835,Jarrett Hensley,SOILL,23,25.0,11.2,3.8,8.3,.458,1.3,3.9,.337,2.3,3.0,.783,1.4,4.0,5.3,1.4,0.5,0.9,1.7,2.3
836,Ante Beljan,UALR,23,28.6,11.2,4.3,7.6,.569,0.0,0.0,.000,2.6,3.9,.674,2.3,2.6,4.9,2.1,0.9,0.7,2.5,3.3
837,Christian Moore,UAPB,19,29.9,11.2,4.4,11.4,.387,1.2,4.5,.259,1.2,1.8,.676,0.8,2.6,3.5,4.4,1.4,0.0,2.7,2.1
838,Braelon Bush,PVAMU,20,23.2,11.2,3.9,7.6,.510,1.3,3.0,.441,2.2,2.8,.786,0.4,1.2,1.6,2.2,1.1,0.1,1.5,0.9
839,Miguel Tomley,WEBER,20,27.9,11.2,3.7,10.0,.365,2.0,5.9,.331,2.0,2.4,.830,0.3,1.8,2.1,1.8,0.7,0.1,2.0,1.6
840,Coleman Hawkins,KSU,21,33.1,11.2,4.1,10.0,.410,1.2,3.8,.316,1.8,3.0,.603,2.1,5.0,7.1,4.4,2.1,1.3,2.6,2.4
841,Micah Parrish,OSU,21,29.9,11.2,3.9,8.9,.441,1.5,4.3,.352,1.9,2.4,.780,0.6,4.0,4.6,1.5,1.1,0.3,2.1,2.8
842,Britain Harris,USCU,22,25.0,11.2,4.1,8.1,.503,1.1,3.4,.333,1.9,2.1,.891,0.2,2.7,3.0,2.8,1.0,0.0,1.5,1.7
843,Tanner Toolson,UVU,22,27.4,11.2,3.9,9.4,.415,1.7,5.2,.325,1.7,2.3,.740,1.3,2.9,4.2,1.7,1.0,0.3,1.4,1.2
844,Yuri Covington,UML,23,27.6,11.2,3.5,8.4,.415,1.6,4.7,.333,2.7,3.0,.871,0.8,3.1,4.0,1.2,0.4,0.2,1.4,2.0
845,Matthew Murrell,MISS,18,29.9,11.2,3.8,9.2,.416,1.4,4.4,.316,2.1,2.9,.731,0.8,2.6,3.4,2.1,2.1,0.2,0.7,1.9
846,Kendal Coleman,CALBU,21,25.5,11.1,4.2,8.0,.527,0.8,2.2,.370,2.0,2.9,.683,2.7,5.8,8.5,0.5,0.3,0.5,1.5,1.9
847,Vasean Allette,TCU,21,27.7,11.1,4.4,11.6,.383,0.6,2.8,.224,1.7,2.4,.700,0.8,2.8,3.5,2.9,1.2,0.2,2.2,1.9
848,"Terri Miller, Jr.",PORTL,22,20.1,11.1,4.5,9.0,.508,0.6,2.1,.283,1.5,2.2,.667,1.6,3.6,5.3,1.9,1.6,0.3,1.5,2.6
849,Tony Osburn,OMAHA,23,26.1,11.1,3.4,8.0,.427,1.9,5.1,.368,2.4,2.8,.859,0.5,2.5,3.0,1.1,1.0,0.0,0.8,1.7
850,Marvin McGhee III,CSUB,23,30.2,11.1,3.7,9.7,.386,2.2,6.6,.329,1.5,1.8,.829,0.6,3.4,4.0,1.1,0.5,0.0,1.3,2.0
851,DaSonte Bowen,STBN,10,31.2,11.1,3.4,8.0,.425,0.4,1.9,.211,3.9,5.0,.780,0.8,3.0,3.8,4.2,2.0,0.1,2.3,1.8
852,Rob Carpenter,NMSU,22,23.1,11.1,4.3,10.0,.427,1.6,5.1,.321,0.9,1.4,.667,2.1,4.3,6.4,0.5,0.7,0.8,0.8,2.2
853,"Silas Demary, Jr.",UGA,22,29.8,11.1,3.2,8.0,.400,1.2,3.3,.370,3.5,4.2,.828,0.8,3.1,4.0,2.9,1.7,0.2,2.5,2.5
854,Chris Flippin,UMES,22,27.0,11.1,4.7,8.0,.591,0.0,0.0,.000,1.6,3.1,.522,2.5,3.0,5.5,0.6,0.3,0.3,1.0,2.6
855,Ray Harrison,GCU,22,30.9,11.1,3.2,8.5,.376,1.3,3.6,.367,3.4,3.8,.893,0.6,2.1,2.7,2.9,1.2,0.2,1.7,1.3
856,Jake Fiegen,COR,19,25.2,11.1,3.9,7.4,.529,1.6,3.9,.400,1.7,2.2,.780,1.0,2.7,3.7,1.4,1.1,0.6,0.9,1.8
857,Jlynn Counter,MTSU,19,26.3,11.1,4.2,9.2,.457,1.2,3.8,.319,1.4,2.0,.711,0.3,3.4,3.7,3.2,1.2,0.3,1.4,1.9
858,Wesley Robinson,MAN,20,29.4,11.1,3.8,8.3,.461,1.4,3.7,.370,2.1,2.7,.792,1.6,4.4,6.0,1.9,0.9,0.5,1.6,3.2
