Rank,Player Name,Team,Pos,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
2073,Eddrin Bronson,FUR,G,31,20.1,5.6,1.8,6,30.5,1.1,3.7,28.7,0.9,1.2,73,1.6,1.4,0.5,0.1,1
2074,Jamai Felt,BGSU,F,28,19.7,5.6,2.1,3.4,63.8,0.1,0.2,33.3,1.3,2.1,60.3,6.1,0.4,0.5,1.4,1.1
2075,Reece Robinson,CLE,F,25,16.1,5.6,2.3,4.6,50,0.4,1,37.5,0.7,1,65.4,4.4,0.6,0.7,0.3,1.4
2076,Taj DeGourville,SDSU,G,27,19,5.6,1.9,5,38.1,0.8,2.4,32.8,1,1.5,70,3,1.9,0.7,0.3,1.3
2077,Abdou Tsimbila,FOR,F,29,19.3,5.6,2.4,4.4,53.5,0,0,0,0.8,1.1,75,5.3,0.4,0.3,1.4,1.6
2078,Maban Jabriel,QUC,F,31,12.7,5.6,1.9,4.5,41.8,1,3,32.6,0.8,1.1,71.4,3.7,0.8,0.5,0.4,0.6
2079,Jakub Necas,DUQ,F,26,23.1,5.6,1.9,5,37.4,0.6,2.5,23.4,1.2,1.7,71.1,4.1,1.6,0.7,0.7,1
2080,RJ Smith,COLO,G,28,21.3,5.6,2.1,4.6,45.3,1,2.7,37.3,0.4,0.6,70.6,2.5,1.8,0.7,0.3,1.2
2081,Yann Farell,ECU,G,28,19.5,5.6,1.9,4.9,39.7,1.4,3.8,36.8,0.3,0.5,69.2,2.6,0.8,0.5,0.2,0.4
2082,Jarin Stevenson,ALA,F,29,18.7,5.6,1.8,4.2,43,0.9,2.8,31.3,1.1,1.8,61.5,3.7,0.8,0.4,0.7,0.9
2083,Tunde Vahlberg Fasasi,LAS,G,29,19.7,5.6,1.9,4.4,43.4,0.9,2.7,35.1,0.8,1.1,71,2.4,0.7,0.6,0.3,0.6
2084,Bruno Alocen,INST,G,31,22.8,5.5,1.6,4.5,35.7,1.2,3.5,34.5,1.1,1.3,82.9,2.9,1.7,0.7,0.1,1.2
2085,Kymany Houinsou,LUC,G,22,22,5.5,2.2,4.2,52.2,0.1,0.7,20,1,1.6,63.9,4.2,3,0.7,0.2,1.7
2086,Adam Moussa,CBU,G,22,24.6,5.5,2,5.2,39.5,0.8,2.5,32.1,0.6,0.9,73.7,2.5,4.2,1.3,0.3,2
2087,Rich Barron,PROV,F,24,19.3,5.5,2,5.5,35.9,1.4,3.9,35.5,0.3,0.5,54.5,2.3,0.5,0.6,0,0.5
2088,Kolby King,BUT,G,28,19.2,5.5,1.8,4.1,43.9,0.8,1.9,38.9,1.2,1.8,69.4,4.4,1.8,0.6,0.1,1.6
2089,Evan Otten,IDST,F,28,22.8,5.5,2.3,4,56.8,0,0.1,50,1,1.7,59.6,5.4,0.4,0.6,2.3,1
2090,Tyje Kelton,WAG,F,28,24.8,5.5,1.9,5.5,34.2,1.6,4.5,34.6,0.2,0.2,83.3,4,0.6,0.6,0,0.5
2091,Brenton Knapper,SCU,G,30,14.5,5.5,2.2,4.2,51.6,0.9,2.1,41.9,0.3,0.5,66.7,1.3,1.8,0.7,0,0.9
2092,Drew Scharnowski,BEL,F,23,12.7,5.5,2.1,3.2,64.9,0,0.1,0,1.3,2.3,57.4,2.9,1.1,0.3,0.6,0.7
2093,Trent Middleton Jr.,DEL,G,27,18.1,5.5,1.9,4.6,41.9,0.4,1.6,25.6,1.3,1.5,85,2.9,1.7,0.7,0.1,1
2094,Niko Rocak,UCD,F,29,25.8,5.5,1.8,3.4,51,0.3,1,32.1,1.7,2.4,71,7.1,1.4,0.8,1.9,1.5
2095,Malachi Ndur,W&M,F,31,15.7,5.5,1.7,4.7,35.6,0.7,2.8,25.6,1.5,2.1,70.3,3.4,1.6,0.4,0.2,1.7
2096,Greedy Williams,UNCW,G,31,22,5.5,1.7,4.1,42.1,0.2,0.8,29.2,1.9,2.5,75.3,2.7,2.7,0.6,0,1.2
2097,Mekhi Lowery,TOW,G,31,21.6,5.5,2.2,4.4,49.6,0,0.2,20,1.2,2.2,52.9,5.3,1.7,0.7,0.9,1.1
2098,Ben Tweedy,GB,G,31,18.9,5.5,1.8,4.2,42.6,0.2,0.9,22.2,1.8,2.2,82.1,2.5,2.1,0.4,0,1.6
2099,Darrick Jones Jr.,LEM,G,30,20.9,5.5,1.7,4.7,36.9,1.2,3.1,37.6,0.9,1.2,74.3,2.1,0.5,0.4,0.1,0.6
2100,Paul Djobet,MIA,G,28,16.4,5.5,2,4.3,47.1,0.5,1.2,38.2,1,1.3,77.1,2.6,0.9,0.5,0.3,1
2101,Malcolm Wrisby-Jefferson,BRWN,G,26,18.5,5.5,2.5,4.6,53.3,0.2,1,19.2,0.4,0.8,47.6,3.4,2.3,0.8,0.3,1.3
2102,Danilo Dozic,PEPP,F,24,21.5,5.5,2,5.3,37.8,0.9,2.7,32.3,0.6,0.8,75,2.7,0.5,0.4,0.4,0.4
2103,Marvin McGhee IV,CSUB,G,30,16.3,5.5,1.9,4.5,43.3,1.3,2.7,48.1,0.3,0.5,71.4,3,0.3,0.5,0.1,0.6
2104,Andrew McConnell,UPST,G,31,16.5,5.5,1.7,4.5,36.9,1.3,3.5,36.4,0.9,1,84.4,1.6,1.1,0.5,0,1.3
2105,Charlie Williams,LIP,C,31,15.3,5.5,2.2,4.9,45,0.9,2.8,33.7,0.2,0.2,71.4,1.6,1.5,0.5,0.4,0.7
2106,Reis Jones,CHSO,F,31,20.7,5.5,2.1,3.5,61.7,0,0,0,1.2,2.5,48.7,5.6,0.3,0.3,1.3,1.1
2107,Keshawn Williams,CSU,G,29,15,5.5,2.2,4.4,50.4,0.5,1.5,34.1,0.6,0.9,64,1.7,0.7,0.2,0,0.7
2108,ND Okafor,WSU,F,29,13.7,5.5,2.2,3.4,64.6,0,0,0,1.1,1.8,60.8,2.6,0.3,0.1,1.2,1
2109,Tyson Commander,L-MD,G,29,27,5.5,2.3,4.9,46.2,0.8,2.6,29.7,0.2,0.3,62.5,2.9,1.4,1.3,0.2,0.8
2110,Federiko Federiko,TTU,F,27,20.6,5.5,2.4,3.2,73.6,0,0,0,0.7,1.7,42.6,4.9,0.9,0.5,0.8,0.9
2111,Austin Swartz,MIA,G,27,17.4,5.5,1.9,5.2,36.2,1.2,3.7,32,0.5,0.6,87.5,0.8,0.8,0.6,0.2,0.7
2112,Colin McKenzie,SCST,G,25,13.8,5.5,1.8,4.2,43.8,1.1,3,37.3,0.7,0.8,81,0.8,0.5,0.6,0.1,0.5
2113,Landin Hacker,BELL,G,30,17.8,5.5,1.9,3.9,48.3,1.2,2.9,42.5,0.5,0.7,75,1.4,0.9,0.4,0.2,0.6
2114,Xavier Booker,MSU,F,28,14.2,5.5,2,4.8,42.5,0.6,2.5,24.6,0.8,1,81.5,2.5,0.3,0.1,0.8,1
2115,Justin Page,NIA,G,28,27.9,5.5,2.1,5.3,40.3,1,3,34.1,0.1,0.4,40,1.8,1.6,0.4,0.3,1
2116,Ryan Mela,PROV,F,26,18.3,5.5,2,4.6,42.5,0.2,0.8,27.3,1.3,2.1,61.8,5.1,1.8,0.7,0.2,1.3
2117,Antonio Sisk,MVSU,G,26,25,5.5,2,5.1,39.4,0.7,1.8,37,0.8,1.3,60,1.5,1.8,1.2,0.1,2.7
2118,Kehlin Farooq,TXSO,G,22,20.1,5.5,2.1,4.5,46,0.6,2,32.6,0.6,0.8,82.4,4.4,1,1.1,0.3,0.9
2119,Myles Thompson,SIUE,F,31,18.4,5.5,2.4,5.3,45.1,0.1,0.2,42.9,0.6,2.2,26.5,4,0.8,0.5,0.4,1
2120,Troy Cole Jr.,SEMO,G,31,18.4,5.5,2,4.6,43.7,0.5,2,27.9,0.9,1.3,70,3,0.3,0.8,0.3,0.8
2121,Brandyn Talbot,UTA,G,29,18.9,5.4,1.9,4.7,40,1.1,3.3,34.7,0.6,0.7,85,1.6,1.2,0.4,0,0.7
2122,Tay Mosher,ETAM,F,29,16.6,5.4,2,5.1,39.6,0.9,3.1,29.2,0.5,0.8,63.6,2.7,0.6,0.6,0.2,1.3
2123,Bryan Ndjonga,CMU,F,29,19.4,5.4,2.1,4,53.9,0.3,1.2,23.5,0.9,1.5,59.1,3.5,0.8,0.5,0.6,1.4
2124,Frankquon Sherman,KENN,F,29,16.3,5.4,1.6,3.7,43.9,0.4,1.4,26.8,1.8,2.3,77.9,4.5,0.7,0.8,0.4,0.9
2125,Jaden Walker,AMCC,G,27,20.1,5.4,2,4.6,44.7,0.4,1.4,31.6,0.9,1.5,62.5,3.4,2,1,0.6,1.5
2126,Kasheem Grady II,KC,G,27,13.7,5.4,2,4.4,44.2,0.8,2.2,36.7,0.7,1,70.4,2,1,0.6,0,0.5
