#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1265,Jabe Mullins,MTSTU,28,26.1,9.2,2.8,6.5,.425,1.2,3.7,.327,2.5,2.7,.920,0.6,2.6,3.3,2.5,1.0,0.5,1.6,1.3
1266,Gabe Spinelli,CHIST,28,28.6,9.2,3.5,8.6,.408,0.6,1.8,.367,1.5,2.8,.558,0.5,2.7,3.2,3.0,1.2,0.0,2.2,2.3
1267,Connor Sevilla,UCD,28,28.8,9.2,2.9,7.3,.397,2.1,5.3,.389,1.3,1.4,.949,0.5,1.1,1.6,1.0,0.5,0.0,0.9,1.5
1268,Braxton Stacker,SEMO,23,21.4,9.2,3.0,6.3,.473,1.3,3.1,.423,1.9,2.3,.796,0.7,2.2,2.9,1.4,0.7,0.6,0.8,1.5
1269,D.J. Davis,UWASH,23,23.6,9.2,2.7,7.1,.374,1.9,5.4,.355,2.0,2.1,.918,0.0,1.2,1.3,1.1,0.5,0.0,1.1,1.3
1270,Nolan Dorsey,CAM,29,31.9,9.2,3.1,7.1,.442,1.5,4.2,.364,1.4,1.8,.755,1.0,5.2,6.2,2.2,1.6,0.2,1.3,1.9
1271,Owen Larson,SDKSU,29,28.8,9.2,3.1,7.7,.402,1.9,4.9,.387,1.1,1.3,.838,0.6,3.5,4.1,2.6,0.8,0.2,1.8,2.4
1272,Abdul Momoh,CCSU,26,24.8,9.2,3.7,6.1,.610,0.0,0.0,.000,1.7,2.7,.629,1.8,4.2,6.0,1.0,0.6,1.5,1.5,1.5
1273,Finley Bizjack,BTLR,26,26.3,9.2,2.9,6.3,.457,1.6,3.4,.461,1.8,2.7,.681,0.6,2.4,3.0,2.1,0.5,0.2,1.5,1.8
1274,Jasman Sangha,CAN,20,24.9,9.2,3.8,7.6,.503,0.6,1.4,.407,1.0,1.2,.833,0.6,2.8,3.4,1.1,0.7,0.7,1.8,2.7
1275,Brayden O'Connor,GMU,27,27.8,9.1,3.0,7.0,.429,0.9,2.6,.352,2.2,2.8,.789,0.3,2.6,2.9,2.7,0.9,0.3,2.2,1.6
1276,Aidan Kehoe,USNA,29,30.1,9.1,4.2,7.1,.592,0.0,0.0,.000,0.7,2.3,.313,3.7,5.9,9.5,1.8,0.9,1.1,1.6,1.6
1277,Cris Carroll,YSU,30,19.9,9.1,3.1,6.5,.469,1.1,3.1,.366,1.9,2.4,.778,1.1,3.9,5.0,1.1,1.1,0.3,1.6,3.2
1278,Andrew Rohde,UVA,25,30.0,9.1,3.2,7.5,.431,1.4,3.4,.407,1.2,1.5,.816,0.3,2.5,2.8,4.4,1.0,0.1,1.8,1.6
1279,Joe Charles,MCNST,26,29.1,9.1,3.2,6.9,.467,1.6,4.2,.380,1.1,1.4,.778,2.7,4.1,6.8,0.8,1.4,0.7,0.5,1.6
1280,Carmelo Pacheo,MSMU,26,28.3,9.1,2.8,6.2,.456,2.5,5.5,.451,1.0,1.3,.794,0.4,1.2,1.6,1.3,0.6,0.1,0.3,1.2
1281,Jayden Nunn,BAYL,26,29.1,9.1,3.1,7.9,.395,2.0,4.7,.423,0.9,1.3,.657,0.8,2.1,2.9,1.6,1.0,0.1,0.9,1.7
1282,Kellen Amos,RICE,26,25.2,9.1,2.7,6.0,.455,0.5,1.9,.286,3.1,4.6,.675,0.8,3.0,3.8,2.6,0.6,0.4,2.7,2.1
1283,Blue Cain,UGA,27,26.8,9.1,3.1,7.7,.399,1.4,4.1,.330,1.6,1.9,.843,0.7,3.2,3.9,1.6,1.3,0.1,1.1,1.5
1284,Jalen Miller,ORU,27,30.4,9.1,3.0,6.6,.458,1.4,3.0,.463,1.7,2.3,.770,0.7,1.8,2.6,2.0,0.6,0.0,1.3,2.4
1285,Ice Emery,WCU,27,24.3,9.1,3.0,9.0,.332,1.4,5.5,.264,1.7,2.4,.682,0.1,1.9,2.0,2.0,0.9,0.0,1.8,1.8
1286,Jared Lary,UDM,9,22.6,9.1,3.6,8.3,.427,0.9,2.2,.400,1.1,1.7,.667,1.0,3.0,4.0,1.2,1.2,0.6,1.9,2.4
1287,Dexter Akanno,USU,28,25.2,9.1,3.0,6.2,.491,1.6,3.5,.474,1.4,1.8,.765,0.9,2.6,3.5,1.1,0.8,0.0,0.8,1.4
1288,Cam Hayes,ECAR,28,29.5,9.1,3.0,8.7,.342,1.2,4.4,.276,2.0,2.3,.846,0.2,2.2,2.4,4.0,1.0,0.1,1.6,1.7
1289,Santiago Trouet,SAND,29,26.1,9.1,3.7,8.2,.447,0.4,1.7,.220,1.4,1.9,.745,1.6,5.6,7.2,0.7,0.9,0.8,1.6,2.0
1290,Donovan Williams,WMY,23,25.9,9.1,2.7,6.6,.408,0.7,2.4,.309,3.0,4.1,.723,1.8,4.1,5.9,1.1,0.6,0.3,1.3,2.2
1291,Jacob Wilson,ULM,23,25.6,9.1,3.0,8.3,.363,1.6,4.8,.336,1.5,2.2,.667,1.0,2.4,3.5,1.6,1.1,0.1,1.7,1.8
1292,Izaiyah Nelson,ARKST,24,21.5,9.1,3.8,6.3,.605,0.0,0.5,.077,1.4,2.0,.702,2.8,4.8,7.6,0.5,0.7,1.1,0.8,2.8
1293,Colin Porter,LBRTY,27,31.3,9.1,3.2,6.2,.512,1.6,3.5,.447,1.1,1.5,.756,0.2,1.9,2.1,4.2,1.7,0.0,1.4,1.8
1294,Darius Burford,UTA,27,28.5,9.1,3.6,8.3,.431,0.7,2.1,.310,1.2,2.0,.611,0.7,3.5,4.2,2.4,0.9,0.1,1.3,2.5
1295,Luke Goode,IU,27,25.4,9.1,2.9,6.7,.429,1.9,4.9,.397,1.4,1.5,.925,0.7,2.3,2.9,0.5,0.8,0.2,0.4,2.3
1296,Hunter-Jack Madden,ACU,27,26.9,9.1,2.8,7.6,.364,1.7,5.2,.326,1.8,2.0,.925,0.6,1.5,2.1,2.0,1.2,0.1,2.0,1.3
1297,B.J. Ward,SEMO,29,28.6,9.1,3.3,8.5,.393,1.6,4.5,.362,0.8,0.9,.880,0.6,1.8,2.4,2.3,1.0,0.1,1.3,2.1
1298,"Wesley Cardet, Jr.",PROV,21,22.5,9.0,3.0,6.8,.451,1.0,2.6,.407,1.9,3.0,.625,1.1,2.2,3.3,0.7,0.4,0.1,1.5,1.3
1299,Owen Aquino,LBRTY,27,24.4,9.0,3.6,6.1,.590,0.2,0.6,.333,1.6,2.7,.597,1.7,4.1,5.9,2.3,0.8,1.0,1.5,2.3
1300,Matas Vokietaitis,FAU,27,16.5,9.0,3.3,4.9,.669,0.0,0.0,.000,2.4,3.9,.629,2.1,3.1,5.1,0.1,0.2,0.6,1.1,2.5
1301,Justin Bailey,WOFF,28,27.3,9.0,2.8,5.8,.485,1.6,3.4,.458,1.8,2.3,.797,0.7,2.8,3.5,1.8,1.4,0.0,0.9,2.8
1302,Cole Anderson,UCSB,28,28.1,9.0,3.0,6.0,.494,2.4,4.8,.507,0.7,0.7,.950,0.2,1.9,2.0,1.1,0.6,0.1,0.7,1.5
1303,Brandon Angel,OREG,28,24.0,9.0,3.2,6.0,.533,0.8,2.1,.356,1.9,2.4,.818,1.1,2.8,3.9,1.2,0.4,0.3,1.4,2.3
1304,Miles Rubin,L-IL,27,23.9,9.0,3.9,5.8,.679,0.0,0.0,.000,1.1,2.2,.525,1.7,3.6,5.3,1.3,0.3,2.3,1.6,2.8
1305,Mayar Wol,EKU,29,23.7,9.0,3.2,7.7,.417,1.4,4.3,.320,1.2,1.6,.761,1.3,3.6,4.8,0.8,0.9,0.5,0.9,1.7
1306,Sam Orme,BLMNT,24,20.4,9.0,3.3,6.8,.488,1.4,3.6,.379,1.0,1.2,.821,1.5,2.6,4.1,1.1,0.6,0.9,0.9,2.5
1307,Ben Callahan-Gold,BNGH,29,20.9,9.0,3.1,7.0,.448,1.9,5.2,.373,0.8,0.8,.958,0.3,2.3,2.6,0.7,0.3,0.3,0.6,1.3
1308,Ja'Kair Sanchez,WAGNR,26,19.8,9.0,3.1,6.3,.494,0.8,2.1,.407,1.9,2.4,.806,0.6,1.4,2.0,0.8,0.6,0.2,1.3,2.3
1309,D.J. Smith,RMU,30,27.9,9.0,2.9,7.3,.399,1.5,4.0,.383,1.6,2.1,.790,0.5,1.7,2.2,2.9,0.6,0.0,2.2,2.1
1310,Julius Rollins,WIU,29,28.9,9.0,3.1,7.4,.416,1.1,3.4,.316,1.8,2.6,.671,1.0,3.1,4.1,1.3,0.6,0.6,1.6,1.7
1311,Jaden Johnson,ODU,29,33.7,9.0,3.2,8.2,.389,0.3,1.2,.222,2.3,3.3,.688,0.7,2.5,3.2,3.8,0.8,0.0,2.4,2.6
1312,Anton Brookshire,APSU,28,27.0,9.0,2.8,7.3,.380,1.8,5.0,.362,1.6,1.8,.880,0.3,2.1,2.4,2.7,0.8,0.0,1.5,1.4
1313,Johan Nziemi,LONG,25,18.2,9.0,3.0,4.8,.612,0.1,0.2,.500,3.0,4.6,.638,1.9,2.4,4.3,0.4,0.7,0.6,0.9,1.7
1314,Vyctorius Miller,LSU,23,19.1,9.0,3.0,6.8,.446,1.1,3.5,.313,1.8,2.4,.732,0.4,2.0,2.4,1.3,0.5,0.2,1.2,1.3
1315,Matt Allocco,ND,22,32.9,9.0,3.0,6.6,.448,1.6,3.5,.455,1.5,2.0,.727,0.3,4.1,4.4,3.0,0.6,0.2,0.8,1.9
1316,Eric Mulder,IPFW,21,24.6,9.0,3.9,5.0,.764,0.0,0.1,.000,1.2,2.0,.605,3.0,3.9,6.9,0.1,1.2,0.7,0.4,2.7
1317,Ethan Butler,NIU,19,24.7,8.9,3.7,7.1,.530,0.3,1.3,.200,1.2,1.8,.657,1.5,2.6,4.1,0.7,0.7,1.5,1.5,2.7
1318,Mikey Lewis,STMRY,29,16.1,8.9,3.2,7.5,.427,1.8,4.4,.414,0.7,0.9,.741,0.3,1.4,1.8,0.7,0.7,0.2,0.9,0.8
1319,Michael Houge,JKSNV,28,24.0,8.9,3.7,7.6,.481,0.2,1.1,.156,1.4,2.0,.684,2.5,5.2,7.7,0.7,0.4,0.4,0.9,1.3
1320,Kendall Munson,JAC,28,21.2,8.9,3.3,6.3,.520,0.0,0.1,.000,2.4,3.8,.629,2.0,3.1,5.1,1.1,0.5,0.4,1.6,2.2
1321,Jordan Roberts,TAMU-CC,28,18.7,8.9,2.9,6.9,.427,1.4,3.7,.369,1.7,2.2,.774,0.2,0.9,1.1,1.4,0.6,0.4,0.9,0.7
1322,Dishon Jackson,IWAST,27,18.7,8.9,2.9,5.0,.566,0.0,0.0,.000,3.2,4.4,.725,1.9,3.0,4.9,0.5,0.5,1.0,1.0,2.5
1323,Jaylen Crocker-Johnson,COLST,27,20.9,8.9,3.1,6.5,.483,1.0,2.7,.370,1.6,2.1,.786,1.4,3.1,4.4,0.8,0.2,0.8,1.1,2.4
1324,Elijah Gray,TEM,21,19.4,8.9,3.1,6.2,.504,0.6,1.8,.324,2.0,2.7,.754,1.2,2.8,4.0,0.6,0.3,0.3,1.6,3.0
1325,Collin Holloway,SAMF,29,24.5,8.9,2.9,7.2,.399,0.9,2.8,.333,2.2,3.2,.699,1.3,3.8,5.1,2.0,0.7,0.6,2.2,2.2
1326,Zach Bell,JAC,28,27.7,8.9,3.6,7.8,.461,1.1,3.2,.337,0.7,0.8,.826,0.8,1.8,2.6,1.4,1.4,0.4,1.4,2.6
1327,Dariyus Woodson,UND,28,21.9,8.9,2.8,7.1,.395,1.6,5.1,.308,1.7,2.2,.770,0.7,1.8,2.5,0.6,0.4,0.3,0.9,1.3
1328,Thomas Haugh,FLA,27,23.6,8.9,2.6,5.4,.483,0.8,2.3,.349,2.8,3.4,.826,2.3,4.0,6.3,1.8,0.7,0.7,1.0,2.4
1329,Kam Williams,TULAN,27,31.9,8.9,3.2,7.0,.460,1.9,4.7,.397,0.6,0.8,.762,0.8,3.7,4.5,1.3,1.6,1.1,0.9,1.7
1330,Pharrel Payne,TAMU,27,19.3,8.9,3.2,4.9,.656,0.0,0.0,.000,2.5,4.4,.567,2.5,2.3,4.8,0.4,0.3,1.1,1.3,2.1
1331,Chase Robinson,CLEST,29,24.3,8.9,2.9,7.2,.399,1.0,3.0,.341,2.1,2.8,.763,0.3,2.7,3.0,2.2,1.4,0.1,1.2,2.1
1332,Emmett Marquardt,EWASH,28,22.9,8.9,3.4,6.9,.490,1.0,3.0,.345,1.1,1.4,.795,1.3,3.1,4.4,1.2,0.6,0.8,0.9,2.8
1333,Christian Jones,GW,28,23.3,8.9,3.3,7.3,.451,1.1,3.0,.357,1.2,1.9,.630,0.6,1.6,2.2,2.7,1.8,0.2,2.0,1.6
1334,Justus Jackson,TNST,28,27.6,8.9,3.2,9.0,.357,1.6,5.2,.317,0.8,1.2,.667,0.5,1.9,2.4,3.3,0.8,0.0,2.3,1.6
1335,Daquan Davis,FLAST,27,25.9,8.9,2.6,7.1,.368,0.8,2.9,.269,2.8,3.4,.817,0.4,2.0,2.3,2.7,1.1,0.4,1.7,2.3
1336,Brayden Maldonado,SEA,26,21.4,8.8,2.7,6.9,.391,1.9,4.8,.397,1.5,1.8,.851,0.3,1.5,1.8,1.4,1.4,0.2,0.9,1.9
1337,Jon Sanders II,NSU,26,19.6,8.8,2.9,7.8,.369,1.2,3.3,.368,1.8,2.2,.842,0.4,1.9,2.3,2.1,0.5,0.0,2.3,1.5
1338,Evan Nelson,HAR,24,27.2,8.8,3.0,6.9,.442,1.4,3.5,.398,1.4,1.5,.917,0.7,2.4,3.1,3.0,1.2,0.1,2.5,2.0
1339,Connor Turnbull,UE,29,21.8,8.8,3.6,6.7,.538,0.3,1.4,.220,1.3,1.8,.698,1.3,3.0,4.3,1.6,0.4,1.9,1.3,2.5
1340,Ruot Bijiek,BUCK,29,28.0,8.8,3.2,7.1,.447,1.4,4.2,.325,1.1,1.3,.821,1.0,2.6,3.6,1.1,0.6,0.7,1.0,2.4
1341,Jack Collins,MONM,28,35.6,8.8,2.7,7.6,.352,1.4,5.1,.282,2.0,2.6,.770,1.8,4.1,5.9,2.6,1.3,0.4,1.2,2.0
1342,Jordan Nesbitt,UWYOM,28,28.5,8.8,3.0,8.7,.342,1.0,3.5,.278,1.9,2.9,.667,1.6,5.6,7.1,1.9,0.7,0.3,2.3,2.9
1343,Brady Cummins,COLGT,28,25.7,8.8,3.3,7.5,.441,1.0,2.9,.341,1.2,1.8,.647,0.7,2.3,2.9,1.2,0.5,0.1,1.1,1.5
1344,Denver Anglin,RICE,28,21.5,8.8,2.8,7.5,.374,2.0,5.2,.390,1.1,1.4,.800,0.3,1.8,2.0,0.8,0.4,0.0,0.8,1.4
1345,Mekhi Conner,HEART,27,31.1,8.8,3.0,8.4,.360,1.7,5.3,.317,1.1,1.5,.725,0.7,2.9,3.6,6.5,1.9,0.2,2.9,2.3
1346,Henri Veesaar,ARZ,27,19.1,8.8,3.3,5.5,.604,0.4,1.2,.333,1.7,2.5,.691,1.9,2.9,4.8,1.2,0.8,1.1,1.1,2.6
1347,Brandon Stroud,USOFL,27,23.8,8.8,3.0,6.1,.488,0.4,1.6,.250,2.4,3.9,.625,2.0,3.4,5.4,2.1,1.6,0.3,1.8,3.0
1348,Te'Jon Sawyer,MONT,27,22.5,8.8,3.4,6.0,.562,0.6,1.6,.386,1.4,1.9,.765,1.0,2.6,3.7,1.3,0.6,0.5,1.3,2.0
1349,Zachary Davis,SOCAR,27,26.6,8.8,3.0,7.1,.415,0.9,2.9,.321,2.0,2.7,.726,1.0,3.3,4.3,1.8,1.1,0.1,2.0,2.0
1350,B.J. Davis,SDSU,25,23.5,8.8,3.1,7.3,.429,1.3,3.5,.364,1.3,1.6,.821,0.4,2.6,3.0,1.2,1.5,0.2,0.8,2.6
1351,P.J. Fuller,CSUN,25,24.9,8.8,3.1,7.8,.397,1.0,3.9,.265,1.6,2.1,.755,0.4,2.2,2.6,3.1,1.0,0.2,2.3,2.5
1352,Cooper Bowser,FRMN,29,25.2,8.8,3.4,5.4,.641,0.0,0.1,.000,1.9,3.0,.625,1.4,3.6,5.0,1.8,0.8,1.7,1.1,1.8
1353,Modestas Kancleris,UIC,29,20.0,8.8,3.6,5.6,.636,0.0,0.3,.000,1.7,3.0,.570,2.4,4.3,6.7,1.3,0.5,1.3,1.1,3.3
1354,Turner Buttry,EKU,29,25.4,8.8,2.6,6.2,.420,1.7,4.0,.414,1.9,2.0,.965,0.4,1.4,1.8,1.6,0.5,0.0,0.9,1.8
1355,Blair Thompson,COM,23,24.1,8.8,3.1,6.5,.480,1.0,3.1,.333,1.5,2.0,.739,2.1,4.4,6.5,0.9,1.4,0.2,1.0,1.8
1356,Tre Holloman,MCHST,27,23.0,8.8,3.0,7.7,.386,1.3,3.8,.333,1.6,1.8,.896,0.2,1.7,1.9,4.0,0.9,0.3,1.6,1.7
1357,Malcolm Christie,OAKL,27,21.1,8.8,2.6,7.9,.329,2.3,7.3,.320,1.3,1.9,.680,0.3,1.1,1.3,0.4,0.4,0.1,0.7,0.6
1358,Julius Mims,IDAHO,26,19.1,8.8,3.7,5.7,.653,0.1,0.3,.250,1.3,2.3,.567,1.8,3.8,5.7,0.8,0.5,1.0,1.5,3.3
1359,"Terrance Ford, Jr.",ARKST,28,29.5,8.8,2.9,6.7,.431,1.2,2.9,.402,1.8,2.6,.685,0.4,2.5,2.9,4.8,1.2,0.0,2.0,2.3
1360,Chase Lowe,W&M,24,20.7,8.8,2.9,5.4,.538,0.1,0.2,.400,2.8,4.5,.630,1.3,4.0,5.3,3.1,1.0,0.1,1.8,1.5
1361,Aaron Scott,STJ,28,27.4,8.8,3.1,7.7,.407,1.4,4.8,.299,1.0,1.2,.853,1.9,2.4,4.3,1.0,1.4,0.6,0.7,2.8
1362,Devon Savage,MERRI,28,29.6,8.8,3.0,8.3,.366,2.3,6.9,.332,0.4,0.5,.786,0.5,2.8,3.2,0.4,1.3,0.5,0.7,2.0
1363,Day Day Thomas,CINCY,24,24.3,8.8,3.3,8.5,.380,1.1,3.1,.360,1.1,1.5,.730,0.8,1.8,2.5,2.6,1.2,0.2,1.5,1.8
1364,Jack Clark,VCU,27,27.4,8.7,3.1,6.7,.462,1.3,3.9,.324,1.3,1.7,.756,1.7,5.0,6.7,2.0,1.0,0.4,1.0,2.3
1365,Sola Abedisi,CTDL,27,27.8,8.7,3.1,6.3,.497,0.7,2.2,.300,1.9,2.8,.658,1.9,4.0,6.0,1.3,0.7,1.0,1.4,2.3
1366,Cam Morris III,UML,27,22.7,8.7,3.1,5.6,.550,0.3,1.0,.269,2.3,3.0,.778,1.2,3.3,4.5,1.4,0.7,0.6,2.1,2.3
1367,Jaeden Mustaf,GT,19,23.9,8.7,3.0,7.3,.410,0.4,1.1,.381,2.3,3.4,.677,1.0,2.3,3.3,1.6,1.0,0.1,1.5,2.5
1368,Abramo Canka,STET,26,25.9,8.7,3.3,7.2,.463,0.8,2.3,.328,1.3,1.9,.673,0.9,3.6,4.5,1.3,1.0,0.5,1.1,1.3
1369,R.J. Greene,WAGNR,26,20.0,8.7,2.9,7.4,.389,0.0,0.2,.000,3.0,4.3,.688,2.2,2.9,5.1,1.4,0.5,0.2,2.3,2.0
1370,Matthew Mors,SDKSU,29,25.8,8.7,3.2,6.3,.508,0.9,2.4,.377,1.4,1.9,.759,1.1,2.2,3.4,1.3,0.7,0.3,1.0,1.7
1371,Truth Harris,RADF,29,21.3,8.7,2.4,5.9,.407,1.2,2.5,.479,2.7,3.3,.813,0.4,1.8,2.2,1.7,1.1,0.1,1.7,2.0
1372,Quadir Copeland,MCNST,28,21.1,8.7,3.3,6.8,.481,0.1,0.6,.111,2.1,3.1,.698,0.7,2.9,3.5,4.3,1.2,0.2,2.6,2.3
1373,Chris Mpaka,TARST,28,20.3,8.7,3.2,6.4,.503,0.0,0.1,.500,2.3,3.8,.600,2.1,3.1,5.3,0.4,1.0,1.6,2.4,3.0
1374,Kamron Martin,LBSU,28,28.1,8.7,2.8,6.6,.419,1.3,3.3,.396,1.9,2.3,.813,0.3,1.3,1.6,1.4,0.9,0.2,1.6,2.0
1375,Ismail Habib,PORTL,7,22.6,8.7,2.7,9.3,.292,2.3,6.4,.356,1.0,2.0,.500,0.6,0.6,1.1,0.4,0.6,0.0,1.0,2.3
1376,Djahi Binet,ALCST,26,25.1,8.7,3.4,6.5,.524,0.0,0.0,.000,1.8,2.9,.640,3.2,4.2,7.3,0.3,0.5,0.7,1.9,3.0
1377,Connor Hollenbeck,IDHST,26,27.6,8.7,3.0,6.3,.470,1.3,3.1,.432,1.4,1.7,.822,1.5,2.4,3.9,1.5,0.5,0.3,1.5,2.5
1378,Albert Green,LATCH,26,23.0,8.7,3.0,7.0,.421,1.7,4.1,.402,1.1,1.4,.784,0.4,1.5,1.9,0.7,0.8,0.1,0.8,1.2
1379,Jonah Hinton,STBN,28,27.4,8.7,3.0,8.0,.371,1.9,5.4,.358,0.8,1.0,.821,0.3,1.7,2.0,1.6,0.7,0.3,1.4,2.0
1380,Brock Harding,IOWA,27,25.3,8.7,3.2,7.3,.442,1.1,3.0,.378,1.1,1.4,.763,0.6,1.6,2.1,5.4,1.7,0.2,2.3,1.7
1381,Jayvon Maughmer,LBRTY,27,29.1,8.7,3.4,7.4,.455,1.3,4.2,.301,0.7,1.2,.545,0.7,3.6,4.2,1.4,1.0,0.4,1.2,1.2
1382,R.J. Melendez,MISST,27,22.3,8.7,3.0,6.8,.440,0.9,3.3,.261,1.8,2.4,.754,1.4,2.9,4.4,0.8,1.0,0.5,1.1,2.0
1383,Nate Johnson,UDM,29,29.4,8.7,3.0,7.7,.390,1.0,3.0,.318,1.7,2.6,.653,1.3,3.2,4.5,1.0,0.6,0.1,2.1,2.3
1384,Efton Reid III,WF,26,29.0,8.7,3.1,5.6,.555,0.2,1.0,.240,2.2,3.0,.722,2.0,4.1,6.1,1.0,0.5,1.0,1.5,3.3
1385,Denzel Aberdeen,FLA,26,21.4,8.7,3.1,7.4,.417,1.1,3.1,.346,1.4,2.1,.685,0.3,1.6,2.0,1.7,0.5,0.0,1.0,1.2
1386,Chris Mantis,MAINE,28,20.1,8.6,3.1,6.4,.478,2.2,5.0,.440,0.3,0.3,1.000,0.3,2.6,2.9,1.0,0.6,0.2,0.8,1.0
1387,Leo DeBruhl,UCD,28,29.0,8.6,2.8,7.6,.360,1.3,3.5,.357,1.9,2.3,.841,0.9,2.9,3.8,2.9,1.4,0.1,2.3,2.5
1388,Simeon Wilcher,STJ,28,26.0,8.6,3.3,8.2,.406,1.0,3.3,.304,1.0,1.3,.757,0.4,1.6,2.0,1.4,1.3,0.4,1.5,2.8
1389,Dylan Branson,BELL,11,22.2,8.6,2.7,6.5,.423,0.6,2.1,.304,2.5,3.0,.848,1.2,3.5,4.6,2.5,0.5,0.4,1.9,3.2
1390,Dji Bailey,LSU,27,31.0,8.6,3.3,6.3,.529,0.7,2.1,.310,1.3,2.0,.660,1.5,2.8,4.3,2.3,1.3,0.1,1.6,1.9
1391,Layden Blocker,DEP,27,24.2,8.6,3.0,7.4,.398,0.7,2.4,.288,2.0,2.7,.750,0.9,2.2,3.1,3.1,1.1,0.3,1.8,2.3
1392,Braden Sparks,FAIR,27,23.9,8.6,2.9,8.3,.347,1.6,4.7,.333,1.3,1.7,.778,0.4,2.1,2.5,1.9,0.7,0.0,1.8,1.5
1393,Mitchell Taylor,SCSU,24,20.5,8.6,2.9,6.1,.473,0.5,1.5,.333,2.4,2.9,.826,0.4,1.7,2.1,2.4,1.5,0.0,1.8,1.8
1394,Filip Skobalj,UIC,29,28.0,8.6,3.0,6.4,.465,2.1,5.1,.409,0.6,0.6,.944,0.7,2.4,3.1,1.2,0.4,0.2,0.9,1.6
1395,Kyle Layton,TNTCH,29,32.4,8.6,2.6,7.1,.371,2.0,5.5,.363,1.4,1.7,.800,0.2,2.2,2.4,1.9,1.1,0.1,1.2,2.0
1396,"M.J. Amey, Jr.",LOYMR,29,20.0,8.6,3.0,7.6,.389,1.1,4.0,.287,1.6,1.9,.833,0.4,2.0,2.4,0.7,1.2,0.1,0.8,1.5
1397,Yaphet Moundi,IONA,26,19.4,8.6,3.2,6.2,.519,0.0,0.0,.000,2.2,4.2,.519,2.8,4.2,7.0,0.7,1.0,0.7,1.6,2.3
1398,Casey Simmons,YALE,23,23.5,8.6,3.6,6.3,.566,0.5,1.2,.407,1.0,1.5,.676,1.2,3.3,4.6,0.8,0.7,0.7,0.8,1.8
1399,Ben Wight,SB,28,29.1,8.6,3.3,6.0,.554,0.0,0.0,1.000,1.9,2.9,.659,2.8,2.2,5.0,1.6,0.8,0.3,1.8,2.1
1400,Jao Ituka,JKSNV,28,19.7,8.6,2.7,6.8,.400,1.4,4.1,.345,1.8,2.3,.778,0.1,1.3,1.4,0.9,0.4,0.1,0.9,1.1
1401,Peter Oduro,COPST,25,27.8,8.6,3.5,6.7,.518,0.2,0.6,.286,1.5,2.2,.661,1.3,2.8,4.1,0.5,0.4,0.2,1.3,2.9
1402,Jackson Sivills,WOFF,27,21.5,8.6,3.1,7.6,.410,1.7,5.4,.310,0.7,1.0,.731,0.9,2.7,3.6,1.1,0.4,0.4,1.0,2.1
1403,Lawson Lovering,U of U,22,23.3,8.6,3.5,6.0,.579,0.0,0.1,.000,1.6,4.1,.385,2.1,2.8,4.9,2.6,0.5,1.0,1.5,2.6
1404,Tanner Cuff,UE,29,32.4,8.6,3.3,6.7,.490,0.4,1.3,.333,1.6,2.6,.613,1.3,5.3,6.6,3.3,1.3,0.3,1.1,2.6
1405,Kaleb Scott,PRSBY,29,24.3,8.6,3.6,6.5,.556,0.0,0.0,.000,1.3,3.0,.443,1.9,3.4,5.3,0.8,0.6,0.4,1.1,2.9
1406,Cameron Fens,SODAK,19,18.4,8.6,3.3,5.8,.568,0.0,0.1,.000,1.9,3.3,.587,2.3,2.7,5.0,0.4,0.3,1.1,0.8,2.0
1407,"David Terrell, Jr.",UTEP,26,30.4,8.6,3.1,6.3,.497,0.3,0.9,.391,2.0,3.2,.619,0.5,3.3,3.8,3.8,1.5,0.3,2.3,3.2
1408,Daniel Hankins-Sanford,UMass,23,24.1,8.6,3.7,7.6,.491,0.2,1.3,.167,0.9,1.6,.556,2.1,4.7,6.8,0.7,1.1,0.6,1.1,2.6
1409,Jordan Chatman,FAMU,23,23.9,8.6,2.6,6.1,.418,1.7,4.0,.409,1.8,2.4,.732,1.0,2.8,3.8,0.8,0.8,0.2,1.1,2.2
1410,Bobby Pettiford Jr.,HP,25,21.2,8.6,3.4,5.6,.603,0.3,0.7,.389,1.5,1.7,.860,0.4,2.0,2.3,3.4,1.0,0.0,1.2,1.6
1411,Daimion Collins,LSU,25,20.9,8.6,3.5,5.9,.599,0.2,1.0,.200,1.3,2.0,.673,2.0,2.4,4.5,0.5,0.5,1.6,0.8,2.6
1412,Pryce Sandfort,IOWA,27,22.1,8.6,3.0,6.3,.480,1.7,4.3,.391,0.8,1.3,.629,0.8,1.7,2.5,1.3,0.7,0.2,0.4,1.2
1413,Brody Peebles,BLMNT,29,17.2,8.6,3.2,7.1,.454,1.3,3.5,.382,0.8,1.0,.793,0.1,0.7,0.8,0.9,0.7,0.0,0.8,0.6
1414,Javonte Brown,URI,26,21.0,8.5,3.3,5.0,.669,0.0,0.0,.000,1.8,3.2,.571,2.2,3.9,6.1,0.6,0.5,1.7,1.0,1.7
1415,Bryce Johnson,HEART,26,22.1,8.5,2.8,5.5,.503,0.2,0.9,.250,2.8,3.9,.713,1.8,3.9,5.7,0.9,1.1,0.1,1.7,1.2
1416,C.J. Noland,UNM,26,21.0,8.5,3.0,7.5,.403,1.1,3.7,.295,1.4,2.0,.706,0.7,2.0,2.7,1.3,1.1,0.3,0.8,2.5
