#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
710,Corey Stephenson,CSUB,28,26.2,12.0,4.6,9.6,.481,0.4,1.0,.414,2.3,2.9,.802,2.2,3.4,5.6,1.2,1.1,0.2,2.2,3.4
711,Jamiya Neal,CREI,27,33.2,12.0,4.7,10.5,.447,1.3,4.4,.303,1.2,2.0,.623,0.7,5.4,6.1,4.2,1.0,0.7,2.4,2.3
712,Aden Holloway,UA,27,21.5,12.0,4.1,8.7,.479,2.4,5.7,.419,1.3,1.5,.829,0.3,1.9,2.1,1.8,0.6,0.0,1.1,1.7
713,Matt Cross,SMU,26,29.0,12.0,4.2,8.4,.498,1.6,4.2,.385,2.0,2.7,.718,2.6,5.6,8.2,1.8,1.0,0.5,1.6,1.7
714,Brenen Lorient,UNT,26,24.6,12.0,4.3,7.5,.569,0.3,0.6,.500,3.1,4.2,.743,1.3,3.4,4.8,1.3,0.7,1.2,1.7,2.2
715,Kintavious Dozier,GRAMB,26,28.5,12.0,4.1,8.9,.459,1.4,4.0,.356,2.4,2.9,.816,0.4,3.4,3.8,1.9,1.0,0.1,1.9,1.5
716,T.J. Madlock,ALAST,25,29.5,12.0,3.9,9.3,.422,0.6,2.2,.286,3.5,5.1,.685,1.2,5.4,6.6,2.7,1.0,0.3,1.6,1.9
717,Zaon Collins,FRSNO,25,34.7,12.0,4.5,10.2,.439,1.0,2.8,.348,2.0,2.8,.729,0.6,3.5,4.0,4.7,1.9,0.2,2.3,2.3
718,Emanuel Sharp,U of H,24,25.8,12.0,3.5,8.0,.432,2.4,5.6,.425,2.7,3.0,.901,0.2,2.6,2.8,1.0,1.4,0.0,0.8,2.3
719,Tyler Lundblade,BLMNT,29,26.4,11.9,3.7,7.8,.480,3.1,6.6,.476,1.3,1.4,.951,0.3,1.7,2.0,1.0,0.5,0.1,0.7,1.3
720,Selton Miguel,UMD,27,28.1,11.9,4.3,9.8,.442,2.1,5.0,.433,1.1,1.5,.732,0.1,1.7,1.9,2.0,0.8,0.1,1.0,1.6
721,"Terri Miller, Jr.",PORTL,28,21.0,11.9,4.7,9.4,.504,0.6,2.1,.267,1.9,2.7,.697,1.7,3.5,5.2,2.0,1.6,0.3,1.9,2.8
722,Cliff Davis,UTRGV,27,30.3,11.9,4.1,11.1,.375,3.2,8.8,.367,0.4,0.6,.625,1.4,3.1,4.4,1.8,1.1,0.1,1.2,1.4
723,Khristian Lander,WKU,23,25.9,11.9,4.3,9.8,.436,1.8,4.8,.369,1.6,1.9,.818,0.7,3.0,3.6,1.9,1.0,0.2,1.2,2.0
724,Josh Massey,STET,29,25.4,11.9,4.1,8.0,.519,0.7,1.9,.370,2.9,3.7,.778,1.2,3.8,5.0,1.2,0.4,0.5,1.4,2.3
725,Nick Kern,PENST,28,26.2,11.9,4.4,7.6,.579,0.1,0.6,.235,2.9,4.2,.678,1.1,4.0,5.1,2.5,1.2,0.3,1.8,2.1
726,D.K. Thorn,UTRGV,27,29.4,11.9,4.2,10.4,.404,2.0,5.9,.333,1.5,1.8,.854,1.0,2.6,3.6,1.9,1.4,0.2,1.3,1.5
727,Daniel Ortiz,UNA,29,28.0,11.8,4.0,11.8,.335,2.9,8.9,.324,1.0,1.4,.707,0.4,2.1,2.5,0.7,1.1,0.1,0.6,1.1
728,Seth Trimble,UNC,25,30.0,11.8,4.0,9.3,.431,0.8,2.8,.275,3.0,3.7,.826,1.4,4.1,5.5,1.4,1.4,0.4,1.1,1.6
729,Toby Nnadozie,COPST,25,31.4,11.8,4.2,11.0,.382,1.5,4.6,.330,1.9,2.4,.783,1.2,2.4,3.6,2.3,2.5,0.2,2.3,2.2
730,Darius Hannah,BRDLY,29,28.6,11.8,4.7,8.3,.566,0.7,1.9,.352,1.7,2.5,.671,1.0,4.7,5.7,1.5,1.1,1.0,1.7,2.7
731,Kendall Blue,STTOM,29,26.4,11.8,4.4,8.6,.516,1.6,3.6,.429,1.3,1.9,.722,0.3,3.9,4.2,2.4,1.0,0.4,1.7,1.6
732,Joe Pridgen,MONT,28,27.6,11.8,5.1,8.0,.636,0.2,0.7,.263,1.4,2.4,.574,2.0,4.8,6.8,1.3,0.9,0.8,1.3,2.2
733,"Jamal West, Jr.",NICH,28,25.6,11.8,4.0,7.9,.505,0.1,0.5,.154,3.8,5.3,.716,2.7,3.9,6.6,1.2,0.7,1.6,1.0,2.7
734,Brendan Hausen,KSU,27,27.7,11.8,3.5,8.6,.403,3.0,7.5,.399,1.8,2.2,.831,0.1,2.4,2.5,1.0,0.6,0.1,0.7,1.3
735,Jayden Taylor,NCST,27,29.9,11.8,4.0,9.4,.420,1.5,4.5,.331,2.4,3.1,.753,0.4,2.6,2.9,1.6,1.5,0.3,1.7,1.9
736,Prophet Johnson,FAIR,26,28.0,11.8,4.5,10.1,.447,0.4,1.7,.227,2.4,3.2,.747,2.9,4.5,7.3,2.4,1.6,0.2,1.0,1.5
737,Abou Ousmane,OKST,26,22.8,11.8,4.3,8.5,.509,0.5,1.0,.480,2.6,3.7,.701,1.8,3.5,5.3,0.8,1.0,1.0,1.7,2.7
738,Tony Osburn,OMAHA,29,26.6,11.8,3.8,8.4,.445,1.9,5.2,.373,2.3,2.7,.870,0.5,2.6,3.1,1.3,1.0,0.0,0.8,1.6
739,Rasheed Jones,CCU,29,30.4,11.8,4.0,9.9,.399,2.1,5.7,.361,1.8,2.2,.785,0.3,3.6,3.9,2.1,0.7,0.2,1.3,2.2
740,Ahmad Henderson II,UIC,29,24.4,11.8,3.4,8.5,.405,1.4,4.1,.339,3.5,3.8,.918,0.4,2.3,2.7,2.8,1.2,0.0,2.0,2.5
741,Jordan Longino,VILL,28,33.4,11.8,4.2,9.2,.459,1.4,3.8,.368,1.9,2.3,.857,0.8,1.5,2.4,2.3,1.2,0.3,1.3,2.1
742,Nnamdi Shockley-Okeke,HWRD,27,25.5,11.7,4.0,8.4,.469,2.4,6.0,.401,1.4,2.1,.679,0.7,2.3,3.0,1.0,0.4,0.3,1.3,2.2
743,Ezra Ausar,U of U,26,21.9,11.7,4.1,7.7,.527,0.0,0.3,.125,3.5,5.9,.601,2.0,2.8,4.8,0.9,0.9,0.4,1.8,2.5
744,Brendan Terry,SEMO,29,23.4,11.7,4.5,6.7,.674,0.0,0.0,1.000,2.7,3.9,.693,1.6,2.7,4.3,1.2,1.4,0.7,1.7,2.6
745,Nicolas Louis-Jacques,COLGT,29,28.9,11.7,4.2,9.3,.450,2.0,5.2,.382,1.4,1.7,.800,0.3,1.5,1.8,1.3,0.8,0.4,1.4,2.0
746,Connor Withers,BRYNT,28,34.1,11.7,3.8,9.3,.405,2.4,6.9,.351,1.8,2.2,.820,0.8,4.6,5.4,3.0,1.7,1.5,2.0,2.8
747,Zach Hicks,PENST,28,31.7,11.7,3.8,8.1,.465,2.4,6.0,.405,1.8,2.2,.806,0.8,3.9,4.8,1.9,1.1,0.5,0.8,1.8
748,Joe Nugent,HC,28,33.0,11.7,3.9,9.2,.426,2.5,6.1,.412,1.4,1.6,.826,1.2,4.2,5.4,0.6,0.5,0.2,1.3,2.2
749,Jacob Hutson,UNI,28,23.7,11.7,3.9,8.1,.474,0.6,2.0,.316,3.4,4.9,.681,1.4,3.1,4.5,1.7,0.4,0.5,1.6,2.0
750,Will Riley,ILL,28,23.5,11.7,4.0,9.7,.412,1.4,4.1,.333,2.4,3.3,.717,1.3,2.6,3.9,2.1,0.2,0.3,1.1,1.2
751,Alvaro Cardenas Torre,BOISE,27,34.5,11.7,4.1,9.0,.455,1.4,4.0,.339,2.2,3.0,.720,0.4,2.6,3.0,6.9,1.6,0.0,2.5,1.9
752,Andrew Meadow,BOISE,27,28.3,11.7,3.6,7.7,.466,1.4,4.3,.339,3.1,3.6,.856,1.1,3.0,4.2,0.7,0.7,0.2,0.6,2.0
753,Markhi Strickland,WMY,27,29.7,11.7,4.9,9.8,.498,0.3,1.0,.269,1.7,3.2,.517,1.7,2.0,3.7,1.3,1.2,0.2,1.7,2.4
754,Vasean Allette,TCU,27,28.5,11.7,4.6,12.1,.382,0.6,2.7,.222,1.9,2.6,.725,1.0,3.1,4.1,3.3,1.1,0.2,2.7,1.8
755,Terence Harcum,MRRY,29,34.9,11.7,3.9,10.6,.364,2.1,6.6,.314,1.9,2.4,.775,0.4,2.1,2.4,2.1,0.9,0.0,1.2,2.9
756,Sam Alijiki,ORU,19,25.9,11.7,3.8,9.1,.416,1.7,4.8,.359,2.4,3.0,.789,0.7,5.2,5.9,0.5,0.9,0.3,1.7,2.1
757,Kaden Gumbs,TXST,25,32.2,11.7,4.3,9.5,.454,0.5,1.3,.364,2.6,3.0,.865,0.4,3.2,3.6,4.4,1.6,0.2,2.4,2.0
758,"Howie Fleming, Jr.",UTRGV,28,26.2,11.7,4.3,7.6,.561,1.1,2.6,.425,2.1,3.0,.682,1.8,4.5,6.3,2.4,0.8,0.1,2.1,2.3
759,Justin Neely,ALBNY,28,25.7,11.7,4.3,8.5,.504,0.2,1.0,.207,2.9,3.7,.779,1.9,5.1,7.0,1.5,0.8,0.2,1.4,2.1
760,Ja'Sean Jackson,LAMAR,28,27.5,11.7,4.0,9.3,.431,1.5,3.8,.383,2.2,3.0,.738,0.5,2.0,2.5,3.9,1.3,0.1,2.2,1.8
761,Lu'Cye Patterson,MINN,27,33.6,11.7,4.0,10.7,.372,1.1,4.3,.270,2.5,3.3,.756,0.3,3.4,3.7,3.4,0.9,0.3,1.1,2.3
762,Robby Carmody,MOYNE,24,26.0,11.7,3.5,7.9,.447,1.6,4.1,.388,3.0,3.8,.800,0.8,1.7,2.5,1.1,0.9,0.3,1.3,2.7
763,Kyler Filewich,WOFF,29,27.3,11.7,5.2,9.3,.559,0.0,0.2,.000,1.2,3.8,.327,3.5,5.9,9.4,3.1,0.8,0.6,1.7,1.7
764,Nate Kingz,ORST,29,27.4,11.7,3.9,7.8,.504,1.8,4.1,.442,2.0,2.3,.838,0.7,1.8,2.5,1.8,0.8,0.5,0.8,1.8
765,"Darren Buchanan, Jr.",GW,26,29.1,11.7,3.8,8.3,.452,0.3,1.5,.184,3.8,5.6,.685,1.8,4.4,6.2,2.2,1.0,0.4,1.9,2.0
766,Christian Ings,NORF,25,26.6,11.6,4.0,7.9,.500,1.0,2.0,.520,2.7,3.7,.728,0.3,1.4,1.8,3.3,0.8,0.1,2.2,1.0
767,Gytis Nemeiksa,HAW,27,22.2,11.6,3.8,8.0,.479,0.9,3.1,.298,3.1,4.0,.761,1.6,4.2,5.9,1.1,0.6,0.5,1.2,2.1
768,"Eric Dailey, Jr.",UCLA,27,24.1,11.6,4.4,8.5,.515,1.0,2.7,.378,1.9,2.7,.694,1.2,2.9,4.1,1.4,1.3,0.1,1.0,2.7
769,Basheer Jihad,ASU,27,29.5,11.6,3.4,8.2,.412,0.9,3.1,.289,4.0,5.4,.745,1.3,4.3,5.5,1.9,1.2,0.8,2.9,2.7
770,Kyler Vanderjagt,CMU,27,27.2,11.6,4.0,8.2,.491,1.4,3.6,.398,2.1,2.7,.792,0.3,1.9,2.1,1.3,1.0,0.1,1.4,1.8
771,"A.J. Ferguson, Jr.",MRRY,29,35.2,11.6,3.8,8.0,.478,1.2,3.1,.385,2.8,3.9,.702,1.2,4.3,5.5,1.3,0.9,0.5,1.8,3.1
772,Latrell Davis,SJSU,29,24.4,11.6,3.8,7.7,.489,1.4,3.6,.408,2.7,4.1,.647,0.6,2.5,3.1,1.4,0.6,0.0,1.0,1.4
773,Frank Champion,CHATT,21,24.5,11.6,4.4,7.6,.575,0.3,0.6,.462,2.6,3.8,.684,1.7,3.1,4.8,3.9,1.3,1.2,2.3,2.5
774,Cord Stansberry,WCU,27,29.8,11.6,3.6,9.6,.380,1.8,5.6,.318,2.6,2.7,.932,0.3,3.5,3.9,1.6,0.9,0.1,2.0,1.0
775,Sean Craig,IUI,29,31.9,11.6,4.0,9.5,.418,1.7,4.7,.363,2.0,2.6,.760,2.3,5.4,7.7,1.7,1.1,0.5,1.5,2.5
776,Zavian McLean,FGCU,29,29.0,11.6,4.4,8.3,.538,1.1,3.1,.356,1.6,2.4,.648,1.3,2.8,4.1,1.9,0.9,0.2,1.0,1.8
777,Will Johnston,LOYMR,29,28.6,11.6,3.8,9.4,.401,2.0,5.7,.349,2.0,2.3,.866,0.3,2.1,2.4,3.1,0.8,0.0,1.2,2.2
778,Keishon Porter,NCCU,26,24.7,11.6,3.8,7.4,.508,1.1,2.5,.424,3.0,4.1,.720,1.7,1.8,3.6,1.0,1.3,0.4,1.2,3.1
779,Kalen Garry,SDKSU,28,28.7,11.6,4.0,9.4,.420,1.8,5.2,.345,1.9,2.4,.776,0.5,3.3,3.8,2.6,0.9,0.1,1.6,1.8
780,Zion Fruster,EIU,28,29.7,11.6,4.1,10.2,.406,1.3,3.7,.350,2.0,2.6,.767,0.6,2.5,3.1,1.2,1.0,0.1,1.6,1.1
781,"Gerald Drumgoole, Jr.",GW,28,27.4,11.6,3.8,10.8,.348,2.0,6.8,.300,2.0,2.8,.731,0.9,2.1,2.9,1.3,0.8,0.3,1.5,2.0
782,Jalen Lake,COLST,27,30.7,11.6,4.1,9.9,.412,1.9,5.8,.333,1.5,1.6,.909,0.3,2.6,2.9,1.9,0.5,0.4,1.3,1.2
783,Sincere Parker,MCNST,27,19.6,11.6,4.3,9.9,.432,1.0,3.7,.273,2.0,2.5,.809,0.6,1.9,2.5,0.6,0.8,0.2,0.7,1.7
784,Trey Campbell,UNI,29,29.2,11.6,4.1,9.5,.428,2.2,5.0,.438,1.2,1.5,.814,0.4,3.6,4.0,3.0,1.4,0.5,1.6,2.3
785,Tru Washington,UNM,26,27.3,11.5,4.2,9.5,.443,1.5,3.6,.404,1.7,2.8,.611,1.3,2.7,4.0,1.9,2.1,0.3,1.2,2.1
786,Kai Johnson,MONT,28,24.7,11.5,4.1,7.9,.518,0.7,2.4,.299,2.7,3.7,.721,0.5,2.7,3.2,1.9,1.5,0.6,1.6,2.3
787,"Scooter Williams, Jr.",TAMUC,28,24.7,11.5,3.9,9.4,.413,1.2,4.8,.252,2.5,3.5,.732,1.1,1.9,3.0,2.3,1.1,0.6,2.7,1.9
788,JoJo Moore,ORU,25,27.1,11.5,4.4,8.9,.500,0.6,1.6,.341,2.1,3.3,.634,1.2,3.2,4.4,2.1,0.7,0.6,1.3,2.3
789,Izaiah Pasha,DEL,27,28.6,11.5,4.3,8.3,.518,0.5,1.6,.326,2.4,3.1,.783,0.9,2.9,3.8,3.5,0.9,0.6,2.7,2.1
790,Daniel Rivera,UMass,28,28.3,11.5,4.3,9.8,.434,0.1,0.8,.190,2.9,5.0,.571,2.9,4.4,7.3,1.8,1.2,1.4,1.5,2.5
791,"Latrell Wrightsell, Jr.",UA,8,25.6,11.5,3.5,7.0,.500,2.4,5.6,.422,2.1,2.5,.850,0.5,1.3,1.8,2.0,0.5,0.1,1.3,1.6
792,Javan Simmons,U of T,27,28.7,11.5,4.0,7.7,.522,0.0,0.2,.000,3.5,4.9,.718,3.0,3.5,6.6,2.4,0.5,0.5,1.5,2.4
793,Jalen Cox,COLGT,27,28.3,11.5,4.3,8.8,.487,0.6,2.2,.267,2.3,2.9,.795,0.2,4.2,4.4,3.9,1.5,0.1,2.6,1.8
794,Chibuzo Agbo,USC,27,31.7,11.5,3.6,8.9,.402,2.1,5.5,.383,2.2,2.6,.843,1.2,3.1,4.3,1.2,1.0,0.1,1.1,2.9
795,Will McClendon,SJSU,25,30.8,11.5,3.6,10.0,.361,1.8,5.2,.349,2.5,3.0,.827,0.4,2.7,3.1,2.7,0.8,0.0,0.9,1.7
796,Giancarlo Rosado,CHAR,23,28.5,11.5,3.8,7.5,.509,0.3,0.9,.300,3.6,4.7,.752,0.8,4.9,5.7,3.6,0.4,0.2,2.2,1.3
797,"Terrell Ard, Jr.",MSMU,20,25.5,11.5,4.4,8.2,.534,0.1,0.3,.167,2.7,3.8,.711,2.5,5.1,7.5,2.3,1.2,0.5,2.1,1.5
798,Rylan Jones,SAMF,29,28.1,11.4,3.8,8.6,.444,2.4,6.0,.410,1.3,1.8,.750,0.6,2.7,3.2,5.3,1.7,0.1,2.3,1.9
799,Nolan Minessale,STTOM,29,26.4,11.4,4.3,7.6,.566,0.5,1.6,.311,2.3,3.2,.723,1.0,2.6,3.6,2.2,1.1,1.1,1.3,2.7
800,Khamari McGriff,UNCW,27,19.4,11.4,4.8,7.3,.657,0.1,0.1,.667,1.7,2.7,.653,1.4,2.6,4.0,0.7,0.4,1.0,0.9,2.0
801,Adam Njie,IONA,27,28.8,11.4,4.3,10.8,.401,0.9,3.0,.293,1.9,2.6,.729,0.7,2.0,2.7,3.9,1.7,0.1,2.9,1.9
802,John Buggs III,ETSU,25,30.3,11.4,3.9,9.3,.422,2.7,6.5,.411,0.9,1.2,.742,0.4,2.0,2.4,1.4,0.7,0.1,0.6,2.1
803,Erik Timko,DEL,28,30.6,11.4,3.5,7.7,.449,1.8,4.5,.400,2.7,3.1,.874,0.6,3.5,4.1,1.9,0.6,0.3,1.0,1.9
804,Isaiah Moses,UCR,29,26.1,11.4,3.9,9.6,.412,1.6,4.6,.353,1.9,2.0,.949,0.2,1.4,1.6,2.8,0.8,0.0,1.8,2.0
805,KeShawn Murphy,MISST,27,23.9,11.4,4.8,8.6,.560,0.1,0.9,.174,1.6,2.7,.603,2.3,5.2,7.5,1.7,0.9,1.2,1.3,1.9
806,Elijah Mahi,SCU,27,24.0,11.4,4.3,9.0,.481,1.0,2.4,.438,1.7,2.5,.687,1.6,2.7,4.3,2.6,0.6,0.3,1.7,1.5
807,Marcus Kell,WCU,27,24.0,11.4,3.6,7.9,.462,1.4,3.7,.394,2.7,3.5,.768,1.9,3.2,5.1,0.7,0.5,0.9,1.4,2.2
808,Micah Thomas,NSU,28,25.3,11.4,3.8,9.4,.408,1.8,4.6,.377,2.0,2.3,.889,0.4,1.6,2.0,1.4,0.8,0.0,1.4,1.8
809,Julian Vaughns,CSUS,23,24.1,11.4,4.0,9.7,.410,1.7,4.9,.354,1.7,2.2,.784,1.0,2.0,3.0,1.4,0.8,0.3,1.1,3.2
810,Chaunce Jenkins,SETON,18,27.3,11.4,3.4,9.4,.367,1.7,4.1,.411,2.8,3.6,.797,0.7,3.3,3.9,1.7,0.7,0.4,1.7,2.3
811,Eian Elmer,MIAMI,26,27.6,11.4,4.3,9.0,.481,1.7,4.3,.393,1.1,1.6,.683,0.8,4.1,4.9,1.4,1.7,0.8,1.1,2.7
812,"Mike Gray, Jr.",NICH,24,23.4,11.4,3.8,8.8,.427,2.3,5.6,.403,1.6,2.0,.813,0.9,1.8,2.8,0.6,0.7,0.2,0.8,1.3
813,Simas Lukosius,CINCY,25,27.7,11.4,3.8,9.6,.400,2.2,6.0,.360,1.5,1.9,.809,0.8,2.4,3.1,2.3,0.9,0.0,1.4,0.9
814,Karmani Gregory,USCU,29,30.7,11.3,4.3,10.4,.413,1.0,3.3,.289,1.8,2.6,.680,0.3,1.7,2.1,3.7,1.0,0.1,2.8,1.3
815,Jaden Bradley,ARZ,27,33.7,11.3,4.0,8.7,.457,0.6,2.1,.293,2.8,3.4,.824,0.6,2.8,3.4,3.9,2.0,0.1,2.0,2.0
816,Dallas Howell,UNA,3,24.0,11.3,4.0,9.0,.444,2.3,6.7,.350,1.0,2.0,.500,1.0,1.7,2.7,0.7,0.7,0.7,1.0,0.7
817,Gavin Walsh,BNGH,28,33.0,11.3,3.7,8.6,.429,0.7,2.4,.294,3.3,5.1,.632,2.1,8.9,11.1,1.9,0.9,0.3,2.0,2.5
818,Lynn Kidd,UMFL,26,29.0,11.3,4.8,7.2,.672,0.0,0.0,.000,1.7,2.2,.772,2.5,4.7,7.2,1.5,0.4,0.7,1.4,2.2
819,Kendal Coleman,CALBU,26,25.1,11.3,4.3,8.1,.526,0.8,2.2,.386,1.9,2.7,.725,2.7,5.4,8.1,0.7,0.3,0.5,1.5,2.2
820,A.J. Smith,C of C,26,25.7,11.3,4.0,9.4,.424,0.6,2.5,.227,2.7,3.5,.772,1.2,2.0,3.2,0.8,0.8,0.0,1.2,2.2
821,Britain Harris,USCU,27,24.1,11.3,4.1,8.3,.496,1.2,3.4,.352,1.9,2.1,.879,0.2,2.6,2.8,2.6,0.9,0.0,1.6,1.7
822,Phillip Russell,VCU,27,23.6,11.3,3.5,8.4,.412,2.1,5.8,.359,2.3,2.8,.813,0.7,1.1,1.8,2.3,1.2,0.0,1.4,2.7
823,Avery Brown,COM,24,27.3,11.3,3.5,8.9,.397,0.6,2.6,.242,3.6,4.7,.761,0.4,1.5,1.9,2.8,1.1,0.3,1.8,2.1
824,Aaron Nkrumah,TNST,28,30.0,11.3,3.9,9.7,.404,0.8,3.2,.258,2.6,3.6,.730,1.4,4.0,5.4,3.2,1.8,0.6,2.6,2.7
825,Isaiah Walker,BLMNT,29,33.0,11.3,4.1,8.6,.476,1.0,3.0,.337,2.1,2.7,.805,2.0,3.8,5.8,2.2,1.3,0.2,1.2,1.4
826,Xavier Brown,JMU,29,28.6,11.3,4.0,9.9,.402,2.0,5.5,.365,1.3,2.0,.684,0.3,3.1,3.4,2.7,1.6,0.1,1.3,1.9
827,Nendah Tarke,TOWS,29,26.3,11.3,3.5,9.1,.383,1.1,3.7,.299,3.2,4.8,.674,0.8,4.0,4.7,1.4,1.2,0.2,1.3,1.3
828,J'Wan Roberts,U of H,26,30.8,11.3,4.8,9.0,.528,0.0,0.0,.000,1.7,2.8,.608,2.6,3.7,6.3,1.8,1.0,0.7,1.8,2.0
829,Nic McClain,EWASH,26,27.2,11.3,3.7,8.5,.439,0.8,2.3,.350,3.0,4.3,.690,0.8,2.8,3.6,3.6,1.9,0.2,3.2,2.6
830,Jalyke Gaines-Wyatt,ALCST,26,28.4,11.3,3.7,10.1,.365,1.1,3.0,.372,2.8,3.6,.766,0.2,1.9,2.1,2.9,0.9,0.1,2.5,1.6
831,Kristian Gonzalez,IDAHO,27,24.8,11.3,4.0,8.8,.451,1.6,4.4,.353,1.8,2.2,.814,1.1,1.5,2.6,1.2,0.5,0.2,1.0,1.1
832,Dwayne Koroma,MOYNE,28,29.0,11.3,4.8,6.7,.713,0.2,0.5,.385,1.5,3.1,.477,2.3,4.9,7.2,2.1,1.4,0.3,2.6,2.9
833,Thomas Batties II,HAR,24,32.5,11.3,4.1,9.1,.450,1.3,3.3,.397,1.8,2.5,.729,1.3,3.7,4.9,1.9,0.9,1.5,1.5,2.5
834,Yuri Covington,UML,28,28.4,11.3,3.6,8.7,.414,1.7,4.9,.341,2.4,2.7,.868,0.8,3.3,4.0,1.3,0.4,0.1,1.4,2.3
835,Michael Osei-Bonsu,MZZST,29,27.8,11.2,4.8,8.6,.552,0.0,0.0,.000,1.7,3.7,.463,3.1,4.3,7.5,2.2,1.2,0.7,3.2,3.6
836,Chad Moodie,AAMU,25,27.7,11.2,4.7,8.7,.537,0.0,0.2,.000,1.9,4.7,.398,1.9,4.1,6.0,1.3,0.9,1.8,2.4,2.0
837,Myles Rigsby,TROY,27,27.6,11.2,3.4,7.6,.451,0.6,2.3,.270,3.7,4.8,.769,1.3,2.7,4.0,1.4,1.6,0.7,2.3,2.7
838,Frankie Collins,TCU,9,31.0,11.2,4.2,10.0,.422,0.7,2.6,.261,2.1,3.6,.594,0.7,3.8,4.4,4.4,1.9,0.2,2.3,1.8
839,Antwan Burnett,GRAMB,23,31.0,11.2,4.0,9.5,.420,1.1,3.1,.352,2.1,3.3,.653,1.0,4.7,5.7,1.6,1.1,0.1,2.1,2.0
840,Taye Fields,UNA,29,28.9,11.2,4.3,7.9,.543,0.3,0.8,.417,2.2,2.9,.774,2.9,5.7,8.5,3.3,1.4,1.1,1.4,2.3
841,Dylan Arnett,CLEST,29,28.0,11.2,4.7,7.6,.614,0.0,0.0,.000,1.9,3.0,.632,3.0,4.3,7.2,1.4,0.8,1.2,1.6,2.1
842,Ring Malith,SIUE,29,30.9,11.2,3.8,9.8,.392,1.2,3.9,.301,2.4,3.2,.750,1.9,5.2,7.1,1.4,0.8,0.7,1.5,2.1
843,Miguel Tomley,WEBER,20,27.9,11.2,3.7,10.0,.365,2.0,5.9,.331,2.0,2.4,.830,0.3,1.8,2.1,1.8,0.7,0.1,2.0,1.6
844,Dug McDaniel,KSU,26,31.5,11.2,4.5,11.5,.396,1.1,4.1,.274,1.0,1.5,.684,0.4,2.3,2.7,4.7,1.7,0.0,2.6,1.2
845,Trey Thomas,BGSU,26,30.4,11.2,3.9,10.3,.377,1.9,5.6,.345,1.5,2.0,.750,0.4,2.0,2.4,2.2,1.0,0.1,1.4,2.3
846,Isaiah Griffin,IDHST,26,30.3,11.2,4.2,10.4,.402,0.9,3.3,.264,1.9,3.1,.625,1.2,2.6,3.8,0.7,0.5,0.2,1.0,1.5
847,Christian Coleman,UAB,27,26.9,11.2,4.6,8.4,.539,0.0,0.0,.000,2.1,3.1,.667,3.1,4.1,7.2,1.4,0.9,0.9,1.5,2.0
848,Viktor Lakhin,CLEM,27,22.8,11.2,4.3,8.5,.507,0.8,1.9,.412,1.8,2.6,.710,2.2,4.0,6.1,1.4,1.0,1.7,1.6,2.6
849,Patrick McCaffery,BTLR,27,32.7,11.2,3.7,8.8,.426,2.1,5.3,.406,1.6,1.8,.875,0.6,4.1,4.7,1.6,0.3,0.2,1.0,0.8
850,Camryn Weston,MTSU,27,26.4,11.2,3.9,9.9,.395,1.0,3.5,.274,2.4,3.4,.725,0.9,2.8,3.7,3.6,1.1,0.1,1.9,2.6
851,Zoom Diallo,UWASH,27,24.7,11.2,4.3,9.0,.481,0.1,0.9,.174,2.4,3.3,.719,1.1,2.1,3.2,2.8,0.4,0.2,2.2,2.2
852,Josh Odunowo,UMBC,28,27.2,11.2,4.4,7.8,.571,0.0,0.3,.000,2.3,3.9,.596,2.1,3.0,5.1,2.1,1.2,0.9,1.8,2.9
853,Nolan Hickman,ZAGS,29,29.8,11.2,4.2,8.7,.482,2.3,5.2,.450,0.5,0.5,.933,0.6,2.1,2.6,2.2,1.0,0.3,1.0,1.1
854,Elijah Hutchins,JMU,29,24.2,11.2,4.0,7.6,.529,0.4,1.5,.256,2.7,3.5,.775,2.2,3.7,5.8,0.8,0.4,0.7,1.4,2.2
855,Braden Huff,ZAGS,29,16.0,11.2,5.0,8.7,.571,0.2,0.9,.240,1.0,1.4,.750,1.3,2.1,3.4,1.0,0.2,0.6,0.4,1.8
856,Dillon Bailey,WOFF,29,28.2,11.2,3.4,8.2,.418,1.9,5.6,.344,2.4,3.0,.805,0.8,1.6,2.4,1.4,0.7,0.0,1.4,1.9
857,Raysean Seamster,UTA,26,25.5,11.2,4.3,8.0,.536,0.5,1.3,.364,2.1,4.1,.509,1.5,3.3,4.8,1.3,0.9,0.7,2.0,2.4
858,Mikale Stevenson,GRAMB,27,32.5,11.1,3.8,8.9,.425,0.9,2.7,.324,2.7,3.6,.760,0.7,3.7,4.4,4.0,1.8,0.1,2.7,1.7
859,Hayden Gray,UCSD,28,31.3,11.1,4.2,8.6,.488,1.6,3.9,.422,1.1,1.7,.681,0.7,2.5,3.2,3.3,3.4,0.2,1.5,1.7
860,Jaylen Smith,UNF,29,27.0,11.1,3.7,9.0,.410,1.8,5.4,.335,1.9,2.8,.691,0.4,1.8,2.1,5.8,1.2,0.1,2.7,2.9
861,Kylen Milton,MRRY,29,28.9,11.1,3.4,7.7,.446,0.9,3.1,.300,3.3,4.4,.744,1.0,3.2,4.2,1.3,1.1,0.1,1.5,2.1
862,Marcus Boykin,SHSU,23,27.2,11.1,3.6,8.5,.421,0.7,2.1,.306,3.3,4.2,.794,0.5,3.4,3.9,4.7,1.4,0.3,2.3,2.1
